in,rank,accesses,reads,writes
196370,3379,8,8,0
227221,3380,8,8,0
227270,3381,8,8,0
210203,3382,8,0,8
210204,3383,8,0,8
210206,3384,8,0,8
210207,3385,8,0,8
210209,3386,8,1,7
210210,3387,8,1,7
210211,3388,8,0,8
210212,3389,8,0,8
227276,3390,8,8,0
212171,3391,8,1,7
212173,3392,8,2,6
212174,3393,8,0,8
212186,3394,8,0,8
212176,3395,8,1,7
209190,3396,8,8,0
213464,3397,8,1,7
213465,3398,8,0,8
213467,3399,8,0,8
213470,3400,8,1,7
213472,3401,8,1,7
213473,3402,8,1,7
213474,3403,8,0,8
213480,3404,8,1,7
213482,3405,8,1,7
212223,3406,8,1,7
212228,3407,8,1,7
212229,3408,8,1,7
212665,3409,8,0,8
216810,3410,8,8,0
216812,3411,8,8,0
92,3412,8,8,0
76258,3413,8,8,0
213500,3414,8,0,8
213501,3415,8,0,8
213502,3416,8,0,8
213503,3417,8,0,8
213506,3418,8,1,7
213507,3419,8,1,7
213508,3420,8,0,8
213509,3421,8,0,8
213553,3422,8,1,7
197,3423,8,8,0
216287,3424,8,1,7
216288,3425,8,1,7
216290,3426,8,0,8
216293,3427,8,0,8
216320,3428,8,0,8
216338,3429,8,0,8
216371,3430,8,1,7
216372,3431,8,1,7
122046,3432,8,8,0
213562,3433,8,0,8
213564,3434,8,0,8
213665,3435,8,1,7
213667,3436,8,1,7
213675,3437,8,1,7
216393,3438,8,1,7
216396,3439,8,0,8
216485,3440,8,1,7
216486,3441,8,1,7
216491,3442,8,0,8
216484,3443,8,1,7
216498,3444,8,1,7
121920,3445,8,8,0
121921,3446,8,8,0
121922,3447,8,8,0
121923,3448,8,8,0
121924,3449,8,8,0
121925,3450,8,8,0
121926,3451,8,8,0
121927,3452,8,8,0
121928,3453,8,8,0
121929,3454,8,8,0
121930,3455,8,8,0
121931,3456,8,8,0
121932,3457,8,8,0
121933,3458,8,8,0
121934,3459,8,8,0
121935,3460,8,8,0
121918,3461,8,8,0
121919,3462,8,8,0
121937,3463,8,8,0
121938,3464,8,8,0
121939,3465,8,8,0
121940,3466,8,8,0
121941,3467,8,8,0
121942,3468,8,8,0
121943,3469,8,8,0
121944,3470,8,8,0
121945,3471,8,8,0
121946,3472,8,8,0
121947,3473,8,8,0
121948,3474,8,8,0
121949,3475,8,8,0
121950,3476,8,8,0
121951,3477,8,8,0
121952,3478,8,8,0
121953,3479,8,8,0
121954,3480,8,8,0
121955,3481,8,8,0
121956,3482,8,8,0
121957,3483,8,8,0
121958,3484,8,8,0
121959,3485,8,8,0
121960,3486,8,8,0
121961,3487,8,8,0
121962,3488,8,8,0
121963,3489,8,8,0
121964,3490,8,8,0
121965,3491,8,8,0
121966,3492,8,8,0
121682,3493,8,8,0
121684,3494,8,8,0
121700,3495,8,8,0
121205,3496,8,8,0
121198,3497,8,8,0
121199,3498,8,8,0
121200,3499,8,8,0
121201,3500,8,8,0
121202,3501,8,8,0
121203,3502,8,8,0
121204,3503,8,8,0
121195,3504,8,8,0
121584,3505,8,8,0
121585,3506,8,8,0
121586,3507,8,8,0
245315,3508,8,8,0
245316,3509,8,8,0
245317,3510,8,8,0
245318,3511,8,8,0
245319,3512,8,8,0
245320,3513,8,8,0
245321,3514,8,8,0
245322,3515,8,8,0
245323,3516,8,8,0
245324,3517,8,8,0
245325,3518,8,8,0
245326,3519,8,8,0
245327,3520,8,8,0
245701,3521,8,8,0
245702,3522,8,8,0
245703,3523,8,8,0
231094,3524,8,8,0
245730,3525,8,8,0
245731,3526,8,8,0
245732,3527,8,8,0
245733,3528,8,8,0
245734,3529,8,8,0
245735,3530,8,8,0
245736,3531,8,8,0
245737,3532,8,8,0
245738,3533,8,8,0
245739,3534,8,8,0
245740,3535,8,8,0
245741,3536,8,8,0
245742,3537,8,8,0
245743,3538,8,8,0
245744,3539,8,8,0
245745,3540,8,8,0
245778,3541,8,8,0
245779,3542,8,8,0
245780,3543,8,8,0
245781,3544,8,8,0
245782,3545,8,8,0
245783,3546,8,8,0
245784,3547,8,8,0
245785,3548,8,8,0
245786,3549,8,8,0
245787,3550,8,8,0
245788,3551,8,8,0
245789,3552,8,8,0
245790,3553,8,8,0
245791,3554,8,8,0
245792,3555,8,8,0
245793,3556,8,8,0
245842,3557,8,8,0
245843,3558,8,8,0
245844,3559,8,8,0
245845,3560,8,8,0
245846,3561,8,8,0
245847,3562,8,8,0
245848,3563,8,8,0
245849,3564,8,8,0
245850,3565,8,8,0
245851,3566,8,8,0
245852,3567,8,8,0
245853,3568,8,8,0
245854,3569,8,8,0
245855,3570,8,8,0
245856,3571,8,8,0
245857,3572,8,8,0
246404,3573,8,8,0
246405,3574,8,8,0
246406,3575,8,8,0
246407,3576,8,8,0
246408,3577,8,8,0
246409,3578,8,8,0
246410,3579,8,8,0
246411,3580,8,8,0
246412,3581,8,8,0
246413,3582,8,8,0
246414,3583,8,8,0
246415,3584,8,8,0
246416,3585,8,8,0
246417,3586,8,8,0
246418,3587,8,8,0
246419,3588,8,8,0
246716,3589,8,8,0
246717,3590,8,8,0
246718,3591,8,8,0
246719,3592,8,8,0
246720,3593,8,8,0
246721,3594,8,8,0
246722,3595,8,8,0
246723,3596,8,8,0
246724,3597,8,8,0
246725,3598,8,8,0
246726,3599,8,8,0
246727,3600,8,8,0
246728,3601,8,8,0
246729,3602,8,8,0
247339,3603,8,8,0
247545,3604,8,8,0
248695,3605,8,8,0
248696,3606,8,8,0
248697,3607,8,8,0
248698,3608,8,8,0
249934,3609,8,8,0
249935,3610,8,8,0
249971,3611,8,8,0
249972,3612,8,8,0
249983,3613,8,8,0
249985,3614,8,8,0
261696,3615,8,8,0
261697,3616,8,8,0
261698,3617,8,8,0
261699,3618,8,8,0
302720,3619,8,8,0
303432,3620,8,8,0
303433,3621,8,8,0
303434,3622,8,8,0
229490,3623,8,8,0
229491,3624,8,8,0
229492,3625,8,8,0
229493,3626,8,8,0
229494,3627,8,8,0
229495,3628,8,8,0
229496,3629,8,8,0
229497,3630,8,8,0
229501,3631,8,8,0
229513,3632,8,8,0
229520,3633,8,8,0
229522,3634,8,8,0
229683,3635,8,8,0
229684,3636,8,8,0
229685,3637,8,8,0
229686,3638,8,8,0
229695,3639,8,8,0
229698,3640,8,8,0
229700,3641,8,8,0
229701,3642,8,8,0
229702,3643,8,8,0
229703,3644,8,8,0
229704,3645,8,8,0
229705,3646,8,8,0
229706,3647,8,8,0
229707,3648,8,8,0
229708,3649,8,8,0
229709,3650,8,8,0
229710,3651,8,8,0
229731,3652,8,8,0
229732,3653,8,8,0
229733,3654,8,8,0
229734,3655,8,8,0
229735,3656,8,8,0
229736,3657,8,8,0
229737,3658,8,8,0
229738,3659,8,8,0
229739,3660,8,8,0
229740,3661,8,8,0
229741,3662,8,8,0
229742,3663,8,8,0
229743,3664,8,8,0
229770,3665,8,8,0
229771,3666,8,8,0
229787,3667,8,8,0
229788,3668,8,8,0
229789,3669,8,8,0
229790,3670,8,8,0
229791,3671,8,8,0
229792,3672,8,8,0
229793,3673,8,8,0
229794,3674,8,8,0
229892,3675,8,8,0
229893,3676,8,8,0
229894,3677,8,8,0
229895,3678,8,8,0
229896,3679,8,8,0
229897,3680,8,8,0
229898,3681,8,8,0
229899,3682,8,8,0
229901,3683,8,8,0
229902,3684,8,8,0
229903,3685,8,8,0
229904,3686,8,8,0
229905,3687,8,8,0
229906,3688,8,8,0
229907,3689,8,8,0
229908,3690,8,8,0
229909,3691,8,8,0
229915,3692,8,8,0
229916,3693,8,8,0
231013,3694,8,8,0
231014,3695,8,8,0
231015,3696,8,8,0
231016,3697,8,8,0
231017,3698,8,8,0
231018,3699,8,8,0
231019,3700,8,8,0
231020,3701,8,8,0
231021,3702,8,8,0
231022,3703,8,8,0
231023,3704,8,8,0
231024,3705,8,8,0
231025,3706,8,8,0
231026,3707,8,8,0
231027,3708,8,8,0
231028,3709,8,8,0
231048,3710,8,8,0
231049,3711,8,8,0
231050,3712,8,8,0
231051,3713,8,8,0
231052,3714,8,8,0
231053,3715,8,8,0
231054,3716,8,8,0
231055,3717,8,8,0
231056,3718,8,8,0
231057,3719,8,8,0
231058,3720,8,8,0
231059,3721,8,8,0
231060,3722,8,8,0
231061,3723,8,8,0
231062,3724,8,8,0
231063,3725,8,8,0
247544,3726,8,8,0
121936,3727,8,8,0
213684,3728,8,1,7
213691,3729,8,0,8
213697,3730,8,1,7
213698,3731,8,1,7
214442,3732,8,1,7
216507,3733,8,0,8
216552,3734,8,1,7
216554,3735,8,0,8
216560,3736,8,1,7
213696,3737,8,1,7
216551,3738,8,1,7
214466,3739,8,0,8
214467,3740,8,0,8
214648,3741,8,0,8
216578,3742,8,1,7
216579,3743,8,0,8
216580,3744,8,0,8
216583,3745,8,0,8
216584,3746,8,1,7
216585,3747,8,1,7
216586,3748,8,1,7
216587,3749,8,0,8
216589,3750,8,0,8
216592,3751,8,1,7
216594,3752,8,1,7
249753,3753,8,8,0
214658,3754,8,1,7
214661,3755,8,0,8
214672,3756,8,1,7
216605,3757,8,0,8
216609,3758,8,0,8
216610,3759,8,0,8
216611,3760,8,1,7
214857,3761,8,1,7
214858,3762,8,1,7
214859,3763,8,1,7
214860,3764,8,0,8
214862,3765,8,0,8
214871,3766,8,0,8
216633,3767,8,0,8
216635,3768,8,0,8
216639,3769,8,1,7
32801,3770,8,8,0
227839,3771,8,8,0
214879,3772,8,1,7
214881,3773,8,0,8
217372,3774,8,1,7
217374,3775,8,1,7
217375,3776,8,0,8
217377,3777,8,0,8
217380,3778,8,1,7
217381,3779,8,1,7
217385,3780,8,0,8
217390,3781,8,1,7
214905,3782,8,0,8
214907,3783,8,1,7
214909,3784,8,0,8
214911,3785,8,0,8
214917,3786,8,1,7
214918,3787,8,1,7
217397,3788,8,0,8
217398,3789,8,0,8
217405,3790,8,0,8
217406,3791,8,0,8
217408,3792,8,0,8
217411,3793,8,1,7
214925,3794,8,1,7
214926,3795,8,1,7
214927,3796,8,1,7
214929,3797,8,0,8
214932,3798,8,0,8
214936,3799,8,0,8
214937,3800,8,0,8
214942,3801,8,1,7
214945,3802,8,1,7
217417,3803,8,0,8
217419,3804,8,0,8
217423,3805,8,1,7
217424,3806,8,1,7
217425,3807,8,0,8
217426,3808,8,0,8
217427,3809,8,0,8
234074,3810,8,8,0
234075,3811,8,8,0
234076,3812,8,8,0
234077,3813,8,8,0
209535,3814,8,8,0
214951,3815,8,0,8
214953,3816,8,1,7
214955,3817,8,0,8
214958,3818,8,0,8
214961,3819,8,1,7
214963,3820,8,1,7
217436,3821,8,0,8
217438,3822,8,0,8
217440,3823,8,0,8
217441,3824,8,1,7
217442,3825,8,1,7
217452,3826,8,1,7
217453,3827,8,0,8
217456,3828,8,1,7
217458,3829,8,1,7
214976,3830,8,0,8
218878,3831,8,0,8
217472,3832,8,1,7
217474,3833,8,0,8
217499,3834,8,1,7
217502,3835,8,0,8
219626,3836,8,1,7
219627,3837,8,1,7
219628,3838,8,0,8
219631,3839,8,0,8
219635,3840,8,0,8
219636,3841,8,0,8
219637,3842,8,1,7
219643,3843,8,1,7
219645,3844,8,0,8
219664,3845,8,0,8
219665,3846,8,0,8
219671,3847,8,1,7
219673,3848,8,1,7
217536,3849,8,1,7
217705,3850,8,0,8
217706,3851,8,0,8
217709,3852,8,1,7
217710,3853,8,1,7
217712,3854,8,0,8
219704,3855,8,2,6
202287,3856,8,2,6
219709,3857,8,0,8
219858,3858,8,1,7
219859,3859,8,1,7
219861,3860,8,1,7
219862,3861,8,1,7
217743,3862,8,1,7
217744,3863,8,0,8
217745,3864,8,0,8
217746,3865,8,0,8
217750,3866,8,1,7
217753,3867,8,0,8
217759,3868,8,1,7
219876,3869,8,0,8
219881,3870,8,1,7
219883,3871,8,0,8
219884,3872,8,0,8
219885,3873,8,0,8
219888,3874,8,1,7
219890,3875,8,1,7
217776,3876,8,1,7
217777,3877,8,1,7
217778,3878,8,0,8
217779,3879,8,0,8
217788,3880,8,1,7
217789,3881,8,0,8
217790,3882,8,0,8
217796,3883,8,1,7
217798,3884,8,1,7
219907,3885,8,1,7
219918,3886,8,0,8
219920,3887,8,0,8
217825,3888,8,2,6
217826,3889,8,1,7
217827,3890,8,0,8
217828,3891,8,0,8
217836,3892,8,0,8
217838,3893,8,0,8
217845,3894,8,1,7
220299,3895,8,2,6
220301,3896,8,0,8
220302,3897,8,0,8
220311,3898,8,1,7
217853,3899,8,0,8
217856,3900,8,0,8
217857,3901,8,0,8
217859,3902,8,1,7
217869,3903,8,1,7
74044,3904,8,2,6
220384,3905,8,0,8
217946,3906,8,1,7
218131,3907,8,1,7
218132,3908,8,0,8
218133,3909,8,1,7
218134,3910,8,1,7
202713,3911,7,1,6
202716,3912,7,1,6
49593,3913,7,7,0
49594,3914,7,7,0
152202,3915,7,7,0
262071,3916,7,7,0
262072,3917,7,7,0
262159,3918,7,7,0
207124,3919,7,1,6
207125,3920,7,1,6
155811,3921,7,7,0
301361,3922,7,7,0
247170,3923,7,7,0
247173,3924,7,7,0
247175,3925,7,7,0
247210,3926,7,7,0
40220,3927,7,7,0
40224,3928,7,7,0
40225,3929,7,7,0
40229,3930,7,7,0
40231,3931,7,7,0
40232,3932,7,7,0
40233,3933,7,7,0
40234,3934,7,7,0
40235,3935,7,7,0
208478,3936,7,0,7
208479,3937,7,1,6
202722,3938,7,1,6
202724,3939,7,1,6
202738,3940,7,1,6
202742,3941,7,0,7
202746,3942,7,1,6
231937,3943,7,7,0
152974,3944,7,4,3
297279,3945,7,7,0
152041,3946,7,0,7
152042,3947,7,2,5
208480,3948,7,1,6
202748,3949,7,1,6
208643,3950,7,1,6
204065,3951,7,0,7
158386,3952,7,0,7
208657,3953,7,1,6
208661,3954,7,1,6
204076,3955,7,1,6
204077,3956,7,1,6
208678,3957,7,0,7
204082,3958,7,1,6
204088,3959,7,0,7
204100,3960,7,0,7
204413,3961,7,0,7
218961,3962,7,7,0
218962,3963,7,7,0
218963,3964,7,7,0
218964,3965,7,7,0
218965,3966,7,7,0
218956,3967,7,7,0
208685,3968,7,1,6
108255,3969,7,7,0
208696,3970,7,1,6
208697,3971,7,1,6
200825,3972,7,7,0
204424,3973,7,1,6
204435,3974,7,0,7
204439,3975,7,0,7
220687,3976,7,6,1
247326,3977,7,7,0
247327,3978,7,7,0
247329,3979,7,7,0
208729,3980,7,1,6
208730,3981,7,1,6
208732,3982,7,1,6
208733,3983,7,1,6
45486,3984,7,7,0
208735,3985,7,1,6
208736,3986,7,1,6
208737,3987,7,2,5
208740,3988,7,1,6
204468,3989,7,1,6
204469,3990,7,1,6
204470,3991,7,1,6
204471,3992,7,1,6
208742,3993,7,1,6
208744,3994,7,1,6
208747,3995,7,1,6
204477,3996,7,0,7
150734,3997,7,7,0
208749,3998,7,1,6
208752,3999,7,1,6
208753,4000,7,1,6
297256,4001,7,5,2
204482,4002,7,1,6
204485,4003,7,1,6
204492,4004,7,0,7
204501,4005,7,0,7
297263,4006,7,7,0
152425,4007,7,7,0
95782,4008,7,7,0
95783,4009,7,7,0
95784,4010,7,7,0
95785,4011,7,7,0
95747,4012,7,7,0
95752,4013,7,7,0
95753,4014,7,7,0
95754,4015,7,7,0
95755,4016,7,7,0
95756,4017,7,7,0
95757,4018,7,7,0
95758,4019,7,7,0
95759,4020,7,7,0
95766,4021,7,7,0
95767,4022,7,7,0
95768,4023,7,7,0
95769,4024,7,7,0
95773,4025,7,7,0
95779,4026,7,7,0
95780,4027,7,7,0
95781,4028,7,7,0
95760,4029,7,7,0
95761,4030,7,7,0
95762,4031,7,7,0
95764,4032,7,7,0
217701,4033,7,7,0
209326,4034,7,1,6
209329,4035,7,1,6
209330,4036,7,1,6
209331,4037,7,1,6
218486,4038,7,7,0
218487,4039,7,7,0
204512,4040,7,1,6
209333,4041,7,1,6
201596,4042,7,7,0
297392,4043,7,5,2
297393,4044,7,5,2
209345,4045,7,1,6
209374,4046,7,1,6
78760,4047,7,7,0
78796,4048,7,7,0
78865,4049,7,7,0
204527,4050,7,0,7
204535,4051,7,0,7
204536,4052,7,0,7
204540,4053,7,1,6
221439,4054,7,7,0
221440,4055,7,7,0
221441,4056,7,7,0
221443,4057,7,7,0
221430,4058,7,7,0
221418,4059,7,7,0
221451,4060,7,7,0
221446,4061,7,7,0
221447,4062,7,7,0
221448,4063,7,7,0
221449,4064,7,7,0
297474,4065,7,5,2
209428,4066,7,1,6
209429,4067,7,1,6
209430,4068,7,1,6
209431,4069,7,1,6
201590,4070,7,7,0
204548,4071,7,0,7
209456,4072,7,0,7
297485,4073,7,6,1
245215,4074,7,7,0
200608,4075,7,7,0
220721,4076,7,7,0
220497,4077,7,7,0
209464,4078,7,1,6
209648,4079,7,1,6
209650,4080,7,1,6
158670,4081,7,0,7
216818,4082,7,7,0
216820,4083,7,7,0
210173,4084,7,1,6
210174,4085,7,1,6
210180,4086,7,0,7
221134,4087,7,7,0
212152,4088,7,0,7
199320,4089,7,7,0
217542,4090,7,7,0
217543,4091,7,7,0
217544,4092,7,7,0
153668,4093,7,7,0
212139,4094,7,1,6
297298,4095,7,7,0
212158,4096,7,1,6
212159,4097,7,1,6
210196,4098,7,1,6
210215,4099,7,0,7
212166,4100,7,1,6
212187,4101,7,0,7
212188,4102,7,0,7
297536,4103,7,5,2
213450,4104,7,1,6
213451,4105,7,1,6
213452,4106,7,1,6
213453,4107,7,1,6
213454,4108,7,1,6
216814,4109,7,7,0
213469,4110,7,0,7
213477,4111,7,0,7
213478,4112,7,0,7
213483,4113,7,1,6
220950,4114,7,7,0
50481,4115,7,7,0
50467,4116,7,7,0
50459,4117,7,7,0
50460,4118,7,7,0
212233,4119,7,0,7
216273,4120,7,0,7
227355,4121,7,7,0
227356,4122,7,7,0
227321,4123,7,7,0
227322,4124,7,7,0
203761,4125,7,7,0
213486,4126,7,1,6
213493,4127,7,1,6
213496,4128,7,1,6
216283,4129,7,1,6
216285,4130,7,1,6
213510,4131,7,1,6
213560,4132,7,0,7
227429,4133,7,7,0
227430,4134,7,7,0
227402,4135,7,7,0
227403,4136,7,7,0
227411,4137,7,7,0
227412,4138,7,7,0
122102,4139,7,7,0
140445,4140,7,7,0
122092,4141,7,7,0
122045,4142,7,7,0
122094,4143,7,7,0
213677,4144,7,0,7
122093,4145,7,7,0
216388,4146,7,1,6
216389,4147,7,1,6
216391,4148,7,1,6
216492,4149,7,0,7
213678,4150,7,1,6
213681,4151,7,1,6
121556,4152,7,7,0
121557,4153,7,7,0
121559,4154,7,7,0
121895,4155,7,7,0
121902,4156,7,7,0
121906,4157,7,7,0
121908,4158,7,7,0
121660,4159,7,7,0
121662,4160,7,7,0
121664,4161,7,7,0
121665,4162,7,7,0
121597,4163,7,7,0
121709,4164,7,7,0
121159,4165,7,7,0
121160,4166,7,7,0
121161,4167,7,7,0
121162,4168,7,7,0
121163,4169,7,7,0
121164,4170,7,7,0
121165,4171,7,7,0
121166,4172,7,7,0
121680,4173,7,7,0
121580,4174,7,7,0
121874,4175,7,7,0
121875,4176,7,7,0
121876,4177,7,7,0
261700,4178,7,7,0
261701,4179,7,7,0
261702,4180,7,7,0
121671,4181,7,7,0
214350,4182,7,1,6
214356,4183,7,1,6
216502,4184,7,1,6
216503,4185,7,1,6
216559,4186,7,0,7
216570,4187,7,1,6
216573,4188,7,1,6
214459,4189,7,1,6
216591,4190,7,0,7
216595,4191,7,1,6
214664,4192,7,0,7
214665,4193,7,0,7
216622,4194,7,1,6
152075,4195,7,0,7
214675,4196,7,1,6
214854,4197,7,1,6
214863,4198,7,0,7
214872,4199,7,0,7
214873,4200,7,0,7
214875,4201,7,1,6
216625,4202,7,1,6
216626,4203,7,1,6
216627,4204,7,1,6
216631,4205,7,1,6
216658,4206,7,1,6
216659,4207,7,1,6
216660,4208,7,1,6
216768,4209,7,1,6
214883,4210,7,0,7
216772,4211,7,1,6
217407,4212,7,1,6
217409,4213,7,0,7
217410,4214,7,0,7
214919,4215,7,1,6
217420,4216,7,0,7
217428,4217,7,0,7
217429,4218,7,0,7
234078,4219,7,7,0
219314,4220,7,7,0
214946,4221,7,1,6
214947,4222,7,1,6
217443,4223,7,1,6
217454,4224,7,0,7
214968,4225,7,1,6
214969,4226,7,1,6
214971,4227,7,1,6
214972,4228,7,1,6
217461,4229,7,1,6
217462,4230,7,1,6
218872,4231,7,0,7
218879,4232,7,0,7
218880,4233,7,0,7
217525,4234,7,0,7
86346,4235,7,7,0
155961,4236,7,7,0
35884,4237,7,7,0
217532,4238,7,1,6
217533,4239,7,1,6
217534,4240,7,1,6
217535,4241,7,1,6
219624,4242,7,1,6
219644,4243,7,1,6
219667,4244,7,1,6
219670,4245,7,1,6
219697,4246,7,1,6
219698,4247,7,1,6
219705,4248,7,2,5
217734,4249,7,1,6
219707,4250,7,1,6
219713,4251,7,0,7
219715,4252,7,0,7
219716,4253,7,0,7
219855,4254,7,0,7
217735,4255,7,1,6
217738,4256,7,1,6
217757,4257,7,0,7
217762,4258,7,1,6
219863,4259,7,1,6
217766,4260,7,1,6
217767,4261,7,1,6
217768,4262,7,1,6
217769,4263,7,1,6
217770,4264,7,1,6
219867,4265,7,1,6
219868,4266,7,1,6
219894,4267,7,1,6
219895,4268,7,1,6
219896,4269,7,1,6
217803,4270,7,1,6
219900,4271,7,1,6
219901,4272,7,1,6
219902,4273,7,1,6
219904,4274,7,1,6
219923,4275,7,0,7
220290,4276,7,1,6
217830,4277,7,0,7
219908,4278,7,1,6
220294,4279,7,1,6
220296,4280,7,1,6
217846,4281,7,1,6
217847,4282,7,1,6
217849,4283,7,1,6
220304,4284,7,0,7
220313,4285,7,0,7
220370,4286,7,0,7
217864,4287,7,0,7
195378,4288,7,1,6
249147,4289,7,7,0
217896,4290,7,4,3
217897,4291,7,5,2
217901,4292,7,4,3
217937,4293,7,1,6
221093,4294,7,1,6
221097,4295,7,1,6
221098,4296,7,1,6
218290,4297,7,0,7
218138,4298,7,0,7
221105,4299,7,1,6
221153,4300,7,1,6
262104,4301,6,6,0
262105,4302,6,6,0
262106,4303,6,6,0
262107,4304,6,6,0
262108,4305,6,6,0
262109,4306,6,6,0
262110,4307,6,6,0
262111,4308,6,6,0
262112,4309,6,6,0
262113,4310,6,6,0
262114,4311,6,6,0
262115,4312,6,6,0
262116,4313,6,6,0
262117,4314,6,6,0
262118,4315,6,6,0
262119,4316,6,6,0
262202,4317,6,6,0
262073,4318,6,6,0
262074,4319,6,6,0
262075,4320,6,6,0
262076,4321,6,6,0
262077,4322,6,6,0
262078,4323,6,6,0
262079,4324,6,6,0
262080,4325,6,6,0
262081,4326,6,6,0
262082,4327,6,6,0
262083,4328,6,6,0
262084,4329,6,6,0
262085,4330,6,6,0
262178,4331,6,6,0
262179,4332,6,6,0
262180,4333,6,6,0
262181,4334,6,6,0
262182,4335,6,6,0
262183,4336,6,6,0
262184,4337,6,6,0
262185,4338,6,6,0
262186,4339,6,6,0
262160,4340,6,6,0
262140,4341,6,6,0
262141,4342,6,6,0
262142,4343,6,6,0
262143,4344,6,6,0
262144,4345,6,6,0
49782,4346,6,6,0
49783,4347,6,6,0
262124,4348,6,6,0
262125,4349,6,6,0
262126,4350,6,6,0
262127,4351,6,6,0
262128,4352,6,6,0
215264,4353,6,5,1
220693,4354,6,4,2
52943,4355,6,6,0
301213,4356,6,6,0
247246,4357,6,6,0
247187,4358,6,6,0
246732,4359,6,6,0
32821,4360,6,6,0
246735,4361,6,6,0
247295,4362,6,6,0
143105,4363,6,6,0
152288,4364,6,4,2
240688,4365,6,6,0
40222,4366,6,6,0
40228,4367,6,6,0
40230,4368,6,6,0
40236,4369,6,6,0
40237,4370,6,6,0
40248,4371,6,6,0
40249,4372,6,6,0
40251,4373,6,6,0
40252,4374,6,6,0
153021,4375,6,6,0
122112,4376,6,6,0
114182,4377,6,6,0
114368,4378,6,6,0
114369,4379,6,6,0
114370,4380,6,6,0
114293,4381,6,6,0
114295,4382,6,6,0
114299,4383,6,6,0
114301,4384,6,6,0
114296,4385,6,6,0
114297,4386,6,6,0
114305,4387,6,6,0
114306,4388,6,6,0
114308,4389,6,6,0
114309,4390,6,6,0
114310,4391,6,6,0
114267,4392,6,6,0
114263,4393,6,6,0
114264,4394,6,6,0
114265,4395,6,6,0
114290,4396,6,6,0
114291,4397,6,6,0
114287,4398,6,6,0
114288,4399,6,6,0
114289,4400,6,6,0
136794,4401,6,6,0
136795,4402,6,6,0
136796,4403,6,6,0
136818,4404,6,6,0
136819,4405,6,6,0
136820,4406,6,6,0
114278,4407,6,6,0
114279,4408,6,6,0
114280,4409,6,6,0
149718,4410,6,6,0
149719,4411,6,6,0
149720,4412,6,6,0
114437,4413,6,6,0
114438,4414,6,6,0
114439,4415,6,6,0
136830,4416,6,6,0
136831,4417,6,6,0
136832,4418,6,6,0
114181,4419,6,6,0
101406,4420,6,6,0
101436,4421,6,6,0
101437,4422,6,6,0
149736,4423,6,6,0
149737,4424,6,6,0
149738,4425,6,6,0
101403,4426,6,6,0
101404,4427,6,6,0
101405,4428,6,6,0
246999,4429,6,6,0
101443,4430,6,6,0
101440,4431,6,6,0
101449,4432,6,6,0
101446,4433,6,6,0
101455,4434,6,6,0
101452,4435,6,6,0
101461,4436,6,6,0
101458,4437,6,6,0
101467,4438,6,6,0
101464,4439,6,6,0
149958,4440,6,6,0
149959,4441,6,6,0
149960,4442,6,6,0
149970,4443,6,6,0
149971,4444,6,6,0
149972,4445,6,6,0
149901,4446,6,6,0
149902,4447,6,6,0
149903,4448,6,6,0
149853,4449,6,6,0
149854,4450,6,6,0
149855,4451,6,6,0
149835,4452,6,6,0
149836,4453,6,6,0
149837,4454,6,6,0
149982,4455,6,6,0
149984,4456,6,6,0
246878,4457,6,6,0
208462,4458,6,1,5
208473,4459,6,0,6
208467,4460,6,0,6
208626,4461,6,0,6
208627,4462,6,0,6
202273,4463,6,3,3
247843,4464,6,6,0
202734,4465,6,0,6
202739,4466,6,0,6
202744,4467,6,0,6
202745,4468,6,0,6
152971,4469,6,1,5
281462,4470,6,6,0
112502,4471,6,6,0
112503,4472,6,6,0
112504,4473,6,6,0
112505,4474,6,6,0
112506,4475,6,6,0
112507,4476,6,6,0
112508,4477,6,6,0
158372,4478,6,0,6
216813,4479,6,6,0
152561,4480,6,6,0
208638,4481,6,0,6
208647,4482,6,0,6
208651,4483,6,0,6
47637,4484,6,6,0
204050,4485,6,1,5
204068,4486,6,0,6
204069,4487,6,0,6
204071,4488,6,1,5
204072,4489,6,0,6
261963,4490,6,6,0
261964,4491,6,6,0
261965,4492,6,6,0
261966,4493,6,6,0
261967,4494,6,6,0
261954,4495,6,6,0
261955,4496,6,6,0
261956,4497,6,6,0
261957,4498,6,6,0
261958,4499,6,6,0
261959,4500,6,6,0
261960,4501,6,6,0
261961,4502,6,6,0
261953,4503,6,6,0
261962,4504,6,6,0
153128,4505,6,6,0
203296,4506,6,1,5
158384,4507,6,0,6
158385,4508,6,0,6
152678,4509,6,6,0
297273,4510,6,6,0
208681,4511,6,0,6
207078,4512,6,1,5
204085,4513,6,1,5
218958,4514,6,6,0
218959,4515,6,6,0
218960,4516,6,6,0
197917,4517,6,6,0
151612,4518,6,3,3
220779,4519,6,6,0
220780,4520,6,6,0
220781,4521,6,6,0
220782,4522,6,6,0
220783,4523,6,6,0
220784,4524,6,6,0
220785,4525,6,6,0
204417,4526,6,0,6
