in,rank,accesses,reads,writes
158509,7554,2,0,2
297160,7555,2,1,1
297161,7556,2,1,1
297164,7557,2,1,1
297205,7558,2,0,2
297227,7559,2,0,2
297228,7560,2,1,1
297231,7561,2,1,1
297254,7562,2,1,1
297258,7563,2,0,2
297351,7564,2,0,2
297352,7565,2,0,2
297359,7566,2,1,1
158515,7567,2,0,2
158517,7568,2,0,2
208759,7569,2,0,2
158518,7570,2,0,2
158519,7571,2,0,2
158520,7572,2,0,2
158526,7573,2,0,2
158528,7574,2,0,2
158530,7575,2,0,2
158531,7576,2,0,2
158532,7577,2,0,2
158533,7578,2,0,2
158534,7579,2,0,2
158538,7580,2,0,2
209289,7581,2,0,2
158546,7582,2,0,2
297243,7583,2,2,0
297366,7584,2,1,1
297370,7585,2,0,2
297371,7586,2,0,2
297374,7587,2,1,1
158548,7588,2,0,2
158549,7589,2,0,2
200217,7590,2,2,0
158550,7591,2,0,2
158552,7592,2,0,2
158553,7593,2,0,2
158555,7594,2,0,2
247283,7595,2,2,0
297376,7596,2,1,1
297384,7597,2,0,2
158557,7598,2,0,2
158559,7599,2,0,2
158565,7600,2,0,2
297387,7601,2,0,2
297388,7602,2,0,2
297394,7603,2,0,2
49694,7604,2,2,0
49709,7605,2,2,0
49710,7606,2,2,0
49705,7607,2,2,0
49706,7608,2,2,0
49708,7609,2,2,0
158566,7610,2,0,2
158568,7611,2,0,2
49722,7612,2,2,0
49686,7613,2,2,0
49716,7614,2,2,0
209335,7615,2,0,2
158570,7616,2,0,2
158573,7617,2,0,2
158574,7618,2,0,2
158575,7619,2,0,2
158576,7620,2,0,2
158577,7621,2,0,2
158578,7622,2,0,2
158584,7623,2,0,2
158592,7624,2,0,2
158593,7625,2,0,2
78907,7626,2,2,0
240654,7627,2,2,0
83629,7628,2,1,1
209628,7629,2,2,0
297408,7630,2,1,1
297410,7631,2,1,1
297411,7632,2,1,1
297412,7633,2,1,1
297416,7634,2,1,1
297417,7635,2,1,1
297418,7636,2,1,1
297419,7637,2,1,1
297421,7638,2,1,1
297422,7639,2,1,1
297428,7640,2,1,1
297429,7641,2,1,1
297430,7642,2,1,1
297431,7643,2,1,1
297458,7644,2,1,1
297462,7645,2,2,0
158601,7646,2,0,2
158609,7647,2,0,2
297471,7648,2,1,1
200244,7649,2,2,0
158610,7650,2,0,2
158611,7651,2,0,2
158612,7652,2,0,2
158617,7653,2,0,2
158618,7654,2,0,2
158619,7655,2,0,2
158621,7656,2,0,2
158622,7657,2,0,2
158623,7658,2,0,2
158628,7659,2,0,2
158629,7660,2,0,2
158630,7661,2,0,2
158631,7662,2,0,2
297477,7663,2,0,2
214756,7664,2,2,0
214757,7665,2,2,0
214758,7666,2,2,0
81298,7667,2,2,0
297481,7668,2,0,2
81384,7669,2,2,0
153612,7670,2,2,0
153563,7671,2,2,0
244927,7672,2,2,0
244825,7673,2,2,0
244826,7674,2,2,0
244827,7675,2,2,0
244828,7676,2,2,0
244829,7677,2,2,0
244830,7678,2,2,0
244831,7679,2,2,0
244832,7680,2,2,0
244833,7681,2,2,0
244834,7682,2,2,0
244835,7683,2,2,0
244836,7684,2,2,0
244837,7685,2,2,0
244838,7686,2,2,0
200208,7687,2,2,0
158643,7688,2,0,2
244875,7689,2,2,0
244876,7690,2,2,0
244877,7691,2,2,0
244878,7692,2,2,0
244879,7693,2,2,0
244880,7694,2,2,0
244881,7695,2,2,0
244882,7696,2,2,0
244883,7697,2,2,0
244884,7698,2,2,0
247160,7699,2,2,0
247162,7700,2,2,0
247163,7701,2,2,0
247164,7702,2,2,0
247165,7703,2,2,0
247167,7704,2,2,0
247168,7705,2,2,0
246950,7706,2,2,0
246951,7707,2,2,0
246952,7708,2,2,0
246953,7709,2,2,0
246954,7710,2,2,0
246955,7711,2,2,0
246956,7712,2,2,0
246788,7713,2,2,0
114871,7714,2,2,0
158644,7715,2,0,2
158645,7716,2,0,2
153111,7717,2,2,0
158650,7718,2,0,2
158651,7719,2,0,2
215880,7720,2,2,0
158653,7721,2,0,2
139357,7722,2,2,0
158654,7723,2,0,2
158655,7724,2,0,2
209566,7725,2,2,0
214711,7726,2,2,0
214712,7727,2,2,0
214704,7728,2,2,0
214705,7729,2,2,0
214706,7730,2,2,0
214707,7731,2,2,0
214708,7732,2,2,0
214709,7733,2,2,0
214710,7734,2,2,0
214701,7735,2,2,0
201029,7736,2,2,0
198913,7737,2,2,0
158656,7738,2,0,2
158657,7739,2,0,2
201623,7740,2,2,0
203375,7741,2,2,0
152238,7742,2,2,0
205480,7743,2,2,0
245216,7744,2,2,0
245217,7745,2,2,0
245287,7746,2,2,0
245288,7747,2,2,0
216842,7748,2,2,0
245228,7749,2,2,0
245229,7750,2,2,0
245230,7751,2,2,0
245231,7752,2,2,0
245232,7753,2,2,0
245233,7754,2,2,0
245234,7755,2,2,0
245235,7756,2,2,0
245236,7757,2,2,0
245237,7758,2,2,0
245238,7759,2,2,0
245239,7760,2,2,0
245240,7761,2,2,0
245241,7762,2,2,0
245269,7763,2,2,0
245270,7764,2,2,0
245271,7765,2,2,0
245272,7766,2,2,0
245273,7767,2,2,0
245275,7768,2,2,0
245276,7769,2,2,0
245292,7770,2,2,0
245293,7771,2,2,0
245294,7772,2,2,0
245295,7773,2,2,0
245296,7774,2,2,0
245254,7775,2,2,0
245255,7776,2,2,0
245256,7777,2,2,0
206540,7778,2,2,0
206541,7779,2,2,0
206542,7780,2,2,0
206543,7781,2,2,0
206544,7782,2,2,0
206545,7783,2,2,0
206546,7784,2,2,0
206547,7785,2,2,0
206548,7786,2,2,0
206549,7787,2,2,0
206550,7788,2,2,0
206551,7789,2,2,0
206445,7790,2,2,0
206446,7791,2,2,0
206447,7792,2,2,0
206448,7793,2,2,0
206449,7794,2,2,0
206450,7795,2,2,0
206451,7796,2,2,0
206452,7797,2,2,0
206453,7798,2,2,0
206454,7799,2,2,0
206455,7800,2,2,0
206456,7801,2,2,0
206343,7802,2,2,0
206344,7803,2,2,0
206345,7804,2,2,0
206346,7805,2,2,0
206347,7806,2,2,0
206348,7807,2,2,0
206349,7808,2,2,0
206350,7809,2,2,0
206351,7810,2,2,0
206352,7811,2,2,0
206353,7812,2,2,0
206354,7813,2,2,0
206643,7814,2,2,0
206644,7815,2,2,0
206645,7816,2,2,0
206646,7817,2,2,0
206647,7818,2,2,0
206648,7819,2,2,0
206649,7820,2,2,0
206650,7821,2,2,0
206651,7822,2,2,0
206652,7823,2,2,0
206653,7824,2,2,0
206654,7825,2,2,0
206718,7826,2,2,0
206719,7827,2,2,0
206720,7828,2,2,0
206721,7829,2,2,0
206722,7830,2,2,0
206723,7831,2,2,0
206724,7832,2,2,0
206725,7833,2,2,0
206726,7834,2,2,0
206727,7835,2,2,0
206728,7836,2,2,0
206729,7837,2,2,0
215879,7838,2,2,0
52830,7839,2,2,0
209455,7840,2,0,2
152403,7841,2,2,0
204552,7842,2,0,2
245437,7843,2,2,0
245438,7844,2,2,0
245439,7845,2,2,0
245440,7846,2,2,0
245441,7847,2,2,0
245442,7848,2,2,0
158669,7849,2,0,2
297491,7850,2,0,2
209923,7851,2,2,0
297493,7852,2,0,2
209598,7853,2,2,0
158673,7854,2,0,2
158674,7855,2,0,2
158675,7856,2,0,2
158676,7857,2,0,2
200580,7858,2,2,0
199303,7859,2,2,0
199305,7860,2,2,0
199306,7861,2,2,0
199308,7862,2,2,0
199311,7863,2,2,0
199312,7864,2,2,0
199313,7865,2,2,0
199314,7866,2,2,0
199315,7867,2,2,0
199326,7868,2,2,0
199328,7869,2,2,0
199329,7870,2,2,0
199330,7871,2,2,0
199331,7872,2,2,0
199332,7873,2,2,0
199334,7874,2,2,0
199335,7875,2,2,0
199336,7876,2,2,0
199337,7877,2,2,0
199338,7878,2,2,0
199340,7879,2,2,0
199325,7880,2,2,0
199321,7881,2,2,0
199322,7882,2,2,0
199318,7883,2,2,0
297116,7884,2,2,0
58489,7885,2,2,0
58495,7886,2,2,0
50737,7887,2,2,0
58496,7888,2,2,0
58500,7889,2,2,0
54894,7890,2,2,0
54934,7891,2,2,0
240652,7892,2,2,0
297501,7893,2,1,1
32798,7894,2,2,0
297281,7895,2,2,0
215881,7896,2,2,0
297270,7897,2,2,0
217246,7898,2,2,0
217255,7899,2,2,0
49356,7900,2,2,0
209645,7901,2,2,0
209565,7902,2,2,0
297507,7903,2,1,1
53390,7904,2,2,0
297511,7905,2,1,1
210216,7906,2,0,2
217565,7907,2,2,0
217566,7908,2,2,0
217567,7909,2,2,0
217568,7910,2,2,0
217569,7911,2,2,0
111488,7912,2,2,0
111485,7913,2,2,0
111487,7914,2,2,0
297519,7915,2,1,1
297521,7916,2,1,1
297522,7917,2,1,1
297527,7918,2,0,2
297528,7919,2,0,2
297538,7920,2,1,1
297539,7921,2,1,1
200521,7922,2,2,0
297547,7923,2,1,1
42550,7924,2,1,1
227366,7925,2,2,0
227367,7926,2,2,0
297555,7927,2,1,1
297006,7928,2,0,2
297561,7929,2,1,1
40622,7930,2,1,1
212183,7931,2,0,2
297572,7932,2,0,2
297575,7933,2,1,1
77212,7934,2,2,0
212189,7935,2,0,2
50440,7936,2,2,0
50441,7937,2,2,0
50443,7938,2,2,0
50445,7939,2,2,0
50449,7940,2,2,0
50450,7941,2,2,0
50452,7942,2,2,0
50471,7943,2,2,0
50475,7944,2,2,0
50480,7945,2,2,0
208498,7946,2,2,0
208499,7947,2,2,0
208500,7948,2,2,0
208504,7949,2,2,0
50493,7950,2,2,0
50500,7951,2,2,0
50503,7952,2,2,0
50507,7953,2,2,0
208510,7954,2,2,0
208514,7955,2,2,0
50512,7956,2,2,0
50513,7957,2,2,0
50519,7958,2,2,0
50488,7959,2,2,0
50490,7960,2,2,0
50491,7961,2,2,0
50486,7962,2,2,0
50456,7963,2,2,0
50463,7964,2,2,0
50454,7965,2,2,0
208505,7966,2,2,0
208506,7967,2,2,0
208507,7968,2,2,0
209633,7969,2,2,0
297581,7970,2,1,1
297135,7971,2,2,0
297137,7972,2,2,0
216822,7973,2,2,0
216823,7974,2,2,0
297108,7975,2,2,0
297191,7976,2,2,0
227407,7977,2,2,0
227408,7978,2,2,0
297586,7979,2,1,1
297592,7980,2,1,1
297302,7981,2,1,1
297596,7982,2,0,2
297597,7983,2,0,2
297599,7984,2,0,2
94,7985,2,2,0
158702,7986,2,0,2
297601,7987,2,1,1
297606,7988,2,1,1
297607,7989,2,1,1
297608,7990,2,1,1
297610,7991,2,1,1
26916,7992,2,2,0
26876,7993,2,2,0
209609,7994,2,2,0
203793,7995,2,2,0
203794,7996,2,2,0
203795,7997,2,2,0
203796,7998,2,2,0
203797,7999,2,2,0
203798,8000,2,2,0
203799,8001,2,2,0
203800,8002,2,2,0
203830,8003,2,2,0
203831,8004,2,2,0
203832,8005,2,2,0
203833,8006,2,2,0
203834,8007,2,2,0
203835,8008,2,2,0
203836,8009,2,2,0
203837,8010,2,2,0
203838,8011,2,2,0
203839,8012,2,2,0
203840,8013,2,2,0
203841,8014,2,2,0
203842,8015,2,2,0
203843,8016,2,2,0
203844,8017,2,2,0
203845,8018,2,2,0
297621,8019,2,1,1
203803,8020,2,2,0
203804,8021,2,2,0
203805,8022,2,2,0
203806,8023,2,2,0
203807,8024,2,2,0
203808,8025,2,2,0
203809,8026,2,2,0
203810,8027,2,2,0
203811,8028,2,2,0
203812,8029,2,2,0
203813,8030,2,2,0
203814,8031,2,2,0
203815,8032,2,2,0
203816,8033,2,2,0
203817,8034,2,2,0
203818,8035,2,2,0
203876,8036,2,2,0
203877,8037,2,2,0
203878,8038,2,2,0
203879,8039,2,2,0
203880,8040,2,2,0
203881,8041,2,2,0
203882,8042,2,2,0
203883,8043,2,2,0
203884,8044,2,2,0
203885,8045,2,2,0
203886,8046,2,2,0
203887,8047,2,2,0
203888,8048,2,2,0
203889,8049,2,2,0
203890,8050,2,2,0
203891,8051,2,2,0
203553,8052,2,2,0
203554,8053,2,2,0
203555,8054,2,2,0
203556,8055,2,2,0
203557,8056,2,2,0
203558,8057,2,2,0
203559,8058,2,2,0
203560,8059,2,2,0
203561,8060,2,2,0
203562,8061,2,2,0
203563,8062,2,2,0
203564,8063,2,2,0
203565,8064,2,2,0
203566,8065,2,2,0
203567,8066,2,2,0
203568,8067,2,2,0
203907,8068,2,2,0
203908,8069,2,2,0
203909,8070,2,2,0
203910,8071,2,2,0
203911,8072,2,2,0
203912,8073,2,2,0
203867,8074,2,2,0
203868,8075,2,2,0
203869,8076,2,2,0
203870,8077,2,2,0
203871,8078,2,2,0
203872,8079,2,2,0
203873,8080,2,2,0
203874,8081,2,2,0
203700,8082,2,2,0
203701,8083,2,2,0
203702,8084,2,2,0
203703,8085,2,2,0
203847,8086,2,2,0
203848,8087,2,2,0
203849,8088,2,2,0
203850,8089,2,2,0
203851,8090,2,2,0
203852,8091,2,2,0
203853,8092,2,2,0
203854,8093,2,2,0
203855,8094,2,2,0
203856,8095,2,2,0
203857,8096,2,2,0
203858,8097,2,2,0
203859,8098,2,2,0
203860,8099,2,2,0
203861,8100,2,2,0
203862,8101,2,2,0
203595,8102,2,2,0
203596,8103,2,2,0
203597,8104,2,2,0
203598,8105,2,2,0
203599,8106,2,2,0
203600,8107,2,2,0
203601,8108,2,2,0
203602,8109,2,2,0
203603,8110,2,2,0
203604,8111,2,2,0
203605,8112,2,2,0
203606,8113,2,2,0
203607,8114,2,2,0
203608,8115,2,2,0
203609,8116,2,2,0
203610,8117,2,2,0
203906,8118,2,2,0
203895,8119,2,2,0
203896,8120,2,2,0
203897,8121,2,2,0
203898,8122,2,2,0
203899,8123,2,2,0
203900,8124,2,2,0
203901,8125,2,2,0
203902,8126,2,2,0
203903,8127,2,2,0
203904,8128,2,2,0
203894,8129,2,2,0
203892,8130,2,2,0
203893,8131,2,2,0
203828,8132,2,2,0
203627,8133,2,2,0
203628,8134,2,2,0
203629,8135,2,2,0
203630,8136,2,2,0
203631,8137,2,2,0
203632,8138,2,2,0
203633,8139,2,2,0
203634,8140,2,2,0
203635,8141,2,2,0
203636,8142,2,2,0
203637,8143,2,2,0
203638,8144,2,2,0
203639,8145,2,2,0
203640,8146,2,2,0
203641,8147,2,2,0
203642,8148,2,2,0
203624,8149,2,2,0
203625,8150,2,2,0
203626,8151,2,2,0
203621,8152,2,2,0
203622,8153,2,2,0
203623,8154,2,2,0
203846,8155,2,2,0
203863,8156,2,2,0
203864,8157,2,2,0
203865,8158,2,2,0
203644,8159,2,2,0
203645,8160,2,2,0
203646,8161,2,2,0
203647,8162,2,2,0
203648,8163,2,2,0
203649,8164,2,2,0
203650,8165,2,2,0
203651,8166,2,2,0
203652,8167,2,2,0
203653,8168,2,2,0
203654,8169,2,2,0
203655,8170,2,2,0
203656,8171,2,2,0
203657,8172,2,2,0
203658,8173,2,2,0
203659,8174,2,2,0
203643,8175,2,2,0
206826,8176,2,2,0
206876,8177,2,2,0
206915,8178,2,2,0
200926,8179,2,2,0
200878,8180,2,2,0
200857,8181,2,2,0
297631,8182,2,1,1
205,8183,2,2,0
204,8184,2,2,0
152235,8185,2,1,1
155861,8186,2,2,0
155857,8187,2,2,0
203693,8188,2,2,0
203694,8189,2,2,0
203695,8190,2,2,0
203696,8191,2,2,0
203697,8192,2,2,0
203698,8193,2,2,0
203699,8194,2,2,0
203665,8195,2,2,0
203666,8196,2,2,0
203667,8197,2,2,0
203668,8198,2,2,0
203669,8199,2,2,0
203670,8200,2,2,0
203671,8201,2,2,0
203672,8202,2,2,0
203673,8203,2,2,0
203674,8204,2,2,0
203675,8205,2,2,0
203676,8206,2,2,0
203677,8207,2,2,0
203678,8208,2,2,0
203679,8209,2,2,0
203691,8210,2,2,0
203689,8211,2,2,0
203690,8212,2,2,0
203660,8213,2,2,0
203661,8214,2,2,0
203662,8215,2,2,0
143118,8216,2,2,0
143119,8217,2,2,0
143120,8218,2,2,0
297638,8219,2,1,1
216321,8220,2,0,2
213563,8221,2,0,2
77242,8222,2,2,0
297311,8223,2,1,1
216398,8224,2,0,2
209610,8225,2,2,0
297284,8226,2,2,0
297652,8227,2,1,1
297657,8228,2,0,2
297659,8229,2,0,2
297660,8230,2,0,2
297662,8231,2,0,2
297663,8232,2,0,2
229917,8233,2,2,0
229918,8234,2,2,0
229919,8235,2,2,0
229920,8236,2,2,0
229921,8237,2,2,0
229922,8238,2,2,0
229923,8239,2,2,0
229924,8240,2,2,0
229925,8241,2,2,0
229926,8242,2,2,0
229927,8243,2,2,0
229928,8244,2,2,0
230442,8245,2,2,0
216504,8246,2,0,2
78873,8247,2,2,0
297175,8248,2,2,0
209591,8249,2,2,0
297671,8250,2,1,1
121168,8251,2,2,0
213703,8252,2,0,2
121596,8253,2,2,0
214359,8254,2,0,2
297677,8255,2,1,1
297678,8256,2,1,1
122098,8257,2,2,0
297683,8258,2,1,1
297341,8259,2,1,1
221597,8260,2,2,0
216606,8261,2,0,2
240612,8262,2,2,0
297703,8263,2,1,1
152552,8264,2,2,0
38125,8265,2,1,1
297706,8266,2,1,1
297711,8267,2,0,2
152523,8268,2,2,0
227719,8269,2,2,0
227746,8270,2,2,0
227720,8271,2,2,0
227736,8272,2,2,0
227679,8273,2,2,0
227694,8274,2,2,0
227767,8275,2,2,0
227699,8276,2,2,0
227701,8277,2,2,0
227772,8278,2,2,0
227799,8279,2,2,0
158411,8280,2,0,2
227899,8281,2,2,0
227266,8282,2,2,0
227267,8283,2,2,0
152157,8284,2,2,0
209572,8285,2,2,0
209564,8286,2,2,0
98165,8287,2,2,0
226505,8288,2,2,0
226760,8289,2,2,0
226762,8290,2,2,0
297728,8291,2,1,1
297731,8292,2,1,1
121560,8293,2,2,0
297745,8294,2,0,2
297746,8295,2,0,2
297747,8296,2,0,2
297748,8297,2,0,2
245491,8298,2,2,0
245492,8299,2,2,0
245493,8300,2,2,0
245494,8301,2,2,0
245495,8302,2,2,0
152467,8303,2,2,0
152446,8304,2,1,1
32,8305,2,2,0
28,8306,2,2,0
234066,8307,2,2,0
152593,8308,2,2,0
213416,8309,2,2,0
213412,8310,2,2,0
213413,8311,2,2,0
213414,8312,2,2,0
213415,8313,2,2,0
69245,8314,2,2,0
86350,8315,2,2,0
152441,8316,2,1,1
155965,8317,2,2,0
152387,8318,2,1,1
35888,8319,2,2,0
207041,8320,2,2,0
297758,8321,2,0,2
297763,8322,2,0,2
297771,8323,2,0,2
297772,8324,2,0,2
297774,8325,2,0,2
297775,8326,2,0,2
297776,8327,2,0,2
297777,8328,2,0,2
218881,8329,2,0,2
218885,8330,2,0,2
219615,8331,2,0,2
219318,8332,2,2,0
219319,8333,2,2,0
219320,8334,2,2,0
219321,8335,2,2,0
133073,8336,2,2,0
133074,8337,2,2,0
219700,8338,2,0,2
51294,8339,2,2,0
152844,8340,2,2,0
115544,8341,2,2,0
45502,8342,2,2,0
45487,8343,2,2,0
149523,8344,2,2,0
150719,8345,2,2,0
297396,8346,2,1,1
297478,8347,2,1,1
200526,8348,2,0,2
99903,8349,2,2,0
100131,8350,2,2,0
100139,8351,2,2,0
99930,8352,2,2,0
217780,8353,2,0,2
152237,8354,2,1,1
155788,8355,2,2,0
152756,8356,2,1,1
195436,8357,2,2,0
219916,8358,2,0,2
74047,8359,2,0,2
240656,8360,2,2,0
158590,8361,2,0,2
158591,8362,2,0,2
249156,8363,2,2,0
249158,8364,2,2,0
46244,8365,2,2,0
46245,8366,2,2,0
199882,8367,2,2,0
199876,8368,2,2,0
199877,8369,2,2,0
199878,8370,2,2,0
199879,8371,2,2,0
199874,8372,2,2,0
199875,8373,2,2,0
46200,8374,2,2,0
46201,8375,2,2,0
46202,8376,2,2,0
46203,8377,2,2,0
46204,8378,2,2,0
46205,8379,2,2,0
46206,8380,2,2,0
46207,8381,2,2,0
46208,8382,2,2,0
46209,8383,2,2,0
46210,8384,2,2,0
46211,8385,2,2,0
46212,8386,2,2,0
46213,8387,2,2,0
46214,8388,2,2,0
46215,8389,2,2,0
46216,8390,2,2,0
46217,8391,2,2,0
46218,8392,2,2,0
46219,8393,2,2,0
46220,8394,2,2,0
46221,8395,2,2,0
46222,8396,2,2,0
46223,8397,2,2,0
46224,8398,2,2,0
46225,8399,2,2,0
46226,8400,2,2,0
46227,8401,2,2,0
46228,8402,2,2,0
46229,8403,2,2,0
46230,8404,2,2,0
46231,8405,2,2,0
217873,8406,2,0,2
217874,8407,2,0,2
217876,8408,2,0,2
217877,8409,2,0,2
217879,8410,2,0,2
217880,8411,2,0,2
217882,8412,2,0,2
217883,8413,2,0,2
217891,8414,2,0,2
217894,8415,2,0,2
217895,8416,2,0,2
217903,8417,2,0,2
217905,8418,2,0,2
217906,8419,2,0,2
217908,8420,2,0,2
217911,8421,2,0,2
217912,8422,2,0,2
217913,8423,2,0,2
217914,8424,2,0,2
217915,8425,2,0,2
217916,8426,2,0,2
217917,8427,2,0,2
217918,8428,2,0,2
217919,8429,2,0,2
217920,8430,2,0,2
152121,8431,2,1,1
217921,8432,2,0,2
217922,8433,2,0,2
217924,8434,2,0,2
217925,8435,2,0,2
217927,8436,2,0,2
217928,8437,2,0,2
217929,8438,2,0,2
217932,8439,2,0,2
217936,8440,2,0,2
217938,8441,2,0,2
217940,8442,2,0,2
217941,8443,2,0,2
217943,8444,2,0,2
217944,8445,2,0,2
218292,8446,2,0,2
218293,8447,2,0,2
218294,8448,2,0,2
218295,8449,2,0,2
221147,8450,2,0,2
221148,8451,2,0,2
221149,8452,2,0,2
221150,8453,2,0,2
221151,8454,2,0,2
221159,8455,2,0,2
221160,8456,2,0,2
221161,8457,2,0,2
221162,8458,2,0,2
221163,8459,2,0,2
221164,8460,2,0,2
221165,8461,2,0,2
221166,8462,2,0,2
221167,8463,2,0,2
221168,8464,2,0,2
263313,8465,2,2,0
221169,8466,2,0,2
221170,8467,2,0,2
297316,8468,1,0,1
297317,8469,1,0,1
297318,8470,1,0,1
297319,8471,1,0,1
297321,8472,1,0,1
297323,8473,1,0,1
297324,8474,1,0,1
297325,8475,1,0,1
158344,8476,1,0,1
158345,8477,1,0,1
158356,8478,1,0,1
158357,8479,1,0,1
152021,8480,1,0,1
158358,8481,1,0,1
158359,8482,1,0,1
158361,8483,1,0,1
247248,8484,1,1,0
247251,8485,1,1,0
247254,8486,1,1,0
247256,8487,1,1,0
247257,8488,1,1,0
247258,8489,1,1,0
247260,8490,1,1,0
247184,8491,1,1,0
247185,8492,1,1,0
247245,8493,1,1,0
247289,8494,1,1,0
247296,8495,1,1,0
247297,8496,1,1,0
247298,8497,1,1,0
247299,8498,1,1,0
247300,8499,1,1,0
247301,8500,1,1,0
247302,8501,1,1,0
247303,8502,1,1,0
247304,8503,1,1,0
247213,8504,1,1,0
247214,8505,1,1,0
247215,8506,1,1,0
247216,8507,1,1,0
247217,8508,1,1,0
247220,8509,1,1,0
247221,8510,1,1,0
247222,8511,1,1,0
247223,8512,1,1,0
247225,8513,1,1,0
242447,8514,1,1,0
242448,8515,1,1,0
242449,8516,1,1,0
242450,8517,1,1,0
242451,8518,1,1,0
242452,8519,1,1,0
242453,8520,1,1,0
240593,8521,1,1,0
246789,8522,1,1,0
246790,8523,1,1,0
240610,8524,1,1,0
240670,8525,1,1,0
240671,8526,1,1,0
240672,8527,1,1,0
240617,8528,1,1,0
85205,8529,1,0,1
153482,8530,1,1,0
152496,8531,1,1,0
301215,8532,1,1,0
297241,8533,1,1,0
152144,8534,1,1,0
152147,8535,1,1,0
131166,8536,1,1,0
131167,8537,1,1,0
131168,8538,1,1,0
158122,8539,1,0,1
158123,8540,1,0,1
158162,8541,1,0,1
158163,8542,1,0,1
158164,8543,1,0,1
158165,8544,1,0,1
158375,8545,1,0,1
297328,8546,1,0,1
297329,8547,1,0,1
297331,8548,1,0,1
297334,8549,1,0,1
297335,8550,1,0,1
297336,8551,1,0,1
297337,8552,1,0,1
297338,8553,1,0,1
297269,8554,1,1,0
297339,8555,1,0,1
158397,8556,1,0,1
158399,8557,1,0,1
158405,8558,1,0,1
200190,8559,1,1,0
200191,8560,1,1,0
200192,8561,1,1,0
200193,8562,1,1,0
200194,8563,1,1,0
200195,8564,1,1,0
200196,8565,1,1,0
200197,8566,1,1,0
200198,8567,1,1,0
158407,8568,1,0,1
99522,8569,1,1,0
158417,8570,1,0,1
209586,8571,1,1,0
209569,8572,1,1,0
158459,8573,1,0,1
158460,8574,1,0,1
158461,8575,1,0,1
158463,8576,1,0,1
153963,8577,1,1,0
158464,8578,1,0,1
158465,8579,1,0,1
158467,8580,1,0,1
247312,8581,1,1,0
209516,8582,1,1,0
209520,8583,1,1,0
209521,8584,1,1,0
209522,8585,1,1,0
209523,8586,1,1,0
209524,8587,1,1,0
262199,8588,1,1,0
234085,8589,1,1,0
234086,8590,1,1,0
234087,8591,1,1,0
234088,8592,1,1,0
234089,8593,1,1,0
234090,8594,1,1,0
234091,8595,1,1,0
234092,8596,1,1,0
234093,8597,1,1,0
204455,8598,1,0,1
204456,8599,1,0,1
201651,8600,1,1,0
201652,8601,1,1,0
201653,8602,1,1,0
201654,8603,1,1,0
158501,8604,1,0,1
158505,8605,1,0,1
158507,8606,1,0,1
158511,8607,1,0,1
158513,8608,1,0,1
297163,8609,1,0,1
297204,8610,1,0,1
297206,8611,1,0,1
297208,8612,1,0,1
297232,8613,1,0,1
297353,8614,1,0,1
297354,8615,1,0,1
297355,8616,1,0,1
297357,8617,1,0,1
297358,8618,1,0,1
297360,8619,1,0,1
297361,8620,1,0,1
297299,8621,1,1,0
158521,8622,1,0,1
158525,8623,1,0,1
158527,8624,1,0,1
158529,8625,1,0,1
153427,8626,1,1,0
158536,8627,1,0,1
158537,8628,1,0,1
158539,8629,1,0,1
158540,8630,1,0,1
158541,8631,1,0,1
158542,8632,1,0,1
158543,8633,1,0,1
158544,8634,1,0,1
158545,8635,1,0,1
297364,8636,1,0,1
297373,8637,1,0,1
158547,8638,1,0,1
111775,8639,1,1,0
158551,8640,1,0,1
297377,8641,1,0,1
200222,8642,1,1,0
217570,8643,1,1,0
217571,8644,1,1,0
217572,8645,1,1,0
217573,8646,1,1,0
49702,8647,1,1,0
49711,8648,1,1,0
49712,8649,1,1,0
49698,8650,1,1,0
49707,8651,1,1,0
158567,8652,1,0,1
49719,8653,1,1,0
297399,8654,1,0,1
158569,8655,1,0,1
158571,8656,1,0,1
297401,8657,1,0,1
158580,8658,1,0,1
158581,8659,1,0,1
158582,8660,1,0,1
158583,8661,1,0,1
297403,8662,1,0,1
297404,8663,1,0,1
297405,8664,1,0,1
297406,8665,1,0,1
297407,8666,1,0,1
297415,8667,1,0,1
297420,8668,1,0,1
297423,8669,1,0,1
297424,8670,1,0,1
297425,8671,1,0,1
297426,8672,1,0,1
297427,8673,1,0,1
297432,8674,1,0,1
297433,8675,1,0,1
297434,8676,1,0,1
297435,8677,1,0,1
297436,8678,1,0,1
297437,8679,1,0,1
297438,8680,1,0,1
297439,8681,1,0,1
297440,8682,1,0,1
297441,8683,1,0,1
297442,8684,1,0,1
297443,8685,1,0,1
297444,8686,1,0,1
297445,8687,1,0,1
297446,8688,1,0,1
297447,8689,1,0,1
297448,8690,1,0,1
297449,8691,1,0,1
297450,8692,1,0,1
297451,8693,1,0,1
297452,8694,1,0,1
297453,8695,1,0,1
297454,8696,1,0,1
297455,8697,1,0,1
297456,8698,1,0,1
297457,8699,1,0,1
297460,8700,1,0,1
297461,8701,1,0,1
45321,8702,1,1,0
297463,8703,1,0,1
297464,8704,1,0,1
297469,8705,1,0,1
158602,8706,1,0,1
158604,8707,1,0,1
158605,8708,1,0,1
158607,8709,1,0,1
250761,8710,1,1,0
250759,8711,1,1,0
45322,8712,1,1,0
158613,8713,1,0,1
158632,8714,1,0,1
158633,8715,1,0,1
158634,8716,1,0,1
297274,8717,1,1,0
153639,8718,1,1,0
