in,per_rank,accesses,reads,writes
114871,78,2,2,0
158644,78,2,0,2
158645,78,2,0,2
153111,78,2,2,0
158650,78,2,0,2
158651,78,2,0,2
215880,78,2,2,0
158653,78,2,0,2
139357,78,2,2,0
158654,78,2,0,2
158655,78,2,0,2
209566,78,2,2,0
214711,78,2,2,0
214712,78,2,2,0
214704,78,2,2,0
214705,78,2,2,0
214706,78,2,2,0
214707,78,2,2,0
214708,78,2,2,0
214709,78,2,2,0
214710,78,2,2,0
214701,78,2,2,0
201029,78,2,2,0
198913,78,2,2,0
158656,78,2,0,2
158657,78,2,0,2
201623,78,2,2,0
203375,78,2,2,0
152238,78,2,2,0
205480,78,2,2,0
245216,78,2,2,0
245217,78,2,2,0
245287,78,2,2,0
245288,78,2,2,0
216842,78,2,2,0
245228,78,2,2,0
245229,78,2,2,0
245230,78,2,2,0
245231,78,2,2,0
245232,78,2,2,0
245233,78,2,2,0
245234,78,2,2,0
245235,78,2,2,0
245236,78,2,2,0
245237,78,2,2,0
245238,78,2,2,0
245239,78,2,2,0
245240,78,2,2,0
245241,78,2,2,0
245269,78,2,2,0
245270,78,2,2,0
245271,78,2,2,0
245272,78,2,2,0
245273,78,2,2,0
245275,78,2,2,0
245276,78,2,2,0
245292,78,2,2,0
245293,78,2,2,0
245294,78,2,2,0
245295,78,2,2,0
245296,78,2,2,0
245254,78,2,2,0
245255,78,2,2,0
245256,78,2,2,0
206540,78,2,2,0
206541,78,2,2,0
206542,78,2,2,0
206543,78,2,2,0
206544,78,2,2,0
206545,78,2,2,0
206546,78,2,2,0
206547,78,2,2,0
206548,78,2,2,0
206549,78,2,2,0
206550,78,2,2,0
206551,78,2,2,0
206445,78,2,2,0
206446,78,2,2,0
206447,78,2,2,0
206448,78,2,2,0
206449,78,2,2,0
206450,78,2,2,0
206451,78,2,2,0
206452,78,2,2,0
206453,78,2,2,0
206454,78,2,2,0
206455,79,2,2,0
206456,79,2,2,0
206343,79,2,2,0
206344,79,2,2,0
206345,79,2,2,0
206346,79,2,2,0
206347,79,2,2,0
206348,79,2,2,0
206349,79,2,2,0
206350,79,2,2,0
206351,79,2,2,0
206352,79,2,2,0
206353,79,2,2,0
206354,79,2,2,0
206643,79,2,2,0
206644,79,2,2,0
206645,79,2,2,0
206646,79,2,2,0
206647,79,2,2,0
206648,79,2,2,0
206649,79,2,2,0
206650,79,2,2,0
206651,79,2,2,0
206652,79,2,2,0
206653,79,2,2,0
206654,79,2,2,0
206718,79,2,2,0
206719,79,2,2,0
206720,79,2,2,0
206721,79,2,2,0
206722,79,2,2,0
206723,79,2,2,0
206724,79,2,2,0
206725,79,2,2,0
206726,79,2,2,0
206727,79,2,2,0
206728,79,2,2,0
206729,79,2,2,0
215879,79,2,2,0
52830,79,2,2,0
209455,79,2,0,2
152403,79,2,2,0
204552,79,2,0,2
245437,79,2,2,0
245438,79,2,2,0
245439,79,2,2,0
245440,79,2,2,0
245441,79,2,2,0
245442,79,2,2,0
158669,79,2,0,2
297491,79,2,0,2
209923,79,2,2,0
297493,79,2,0,2
209598,79,2,2,0
158673,79,2,0,2
158674,79,2,0,2
158675,79,2,0,2
158676,79,2,0,2
200580,79,2,2,0
199303,79,2,2,0
199305,79,2,2,0
199306,79,2,2,0
199308,79,2,2,0
199311,79,2,2,0
199312,79,2,2,0
199313,79,2,2,0
199314,79,2,2,0
199315,79,2,2,0
199326,79,2,2,0
199328,79,2,2,0
199329,79,2,2,0
199330,79,2,2,0
199331,79,2,2,0
199332,79,2,2,0
199334,79,2,2,0
199335,79,2,2,0
199336,79,2,2,0
199337,79,2,2,0
199338,79,2,2,0
199340,79,2,2,0
199325,79,2,2,0
199321,79,2,2,0
199322,79,2,2,0
199318,79,2,2,0
297116,79,2,2,0
58489,79,2,2,0
58495,79,2,2,0
50737,79,2,2,0
58496,79,2,2,0
58500,79,2,2,0
54894,79,2,2,0
54934,79,2,2,0
240652,79,2,2,0
297501,79,2,1,1
32798,79,2,2,0
297281,79,2,2,0
215881,79,2,2,0
297270,79,2,2,0
217246,79,2,2,0
217255,79,2,2,0
49356,80,2,2,0
209645,80,2,2,0
209565,80,2,2,0
297507,80,2,1,1
53390,80,2,2,0
297511,80,2,1,1
210216,80,2,0,2
217565,80,2,2,0
217566,80,2,2,0
217567,80,2,2,0
217568,80,2,2,0
217569,80,2,2,0
111488,80,2,2,0
111485,80,2,2,0
111487,80,2,2,0
297519,80,2,1,1
297521,80,2,1,1
297522,80,2,1,1
297527,80,2,0,2
297528,80,2,0,2
297538,80,2,1,1
297539,80,2,1,1
200521,80,2,2,0
297547,80,2,1,1
42550,80,2,1,1
227366,80,2,2,0
227367,80,2,2,0
297555,80,2,1,1
297006,80,2,0,2
297561,80,2,1,1
40622,80,2,1,1
212183,80,2,0,2
297572,80,2,0,2
297575,80,2,1,1
77212,80,2,2,0
212189,80,2,0,2
50440,80,2,2,0
50441,80,2,2,0
50443,80,2,2,0
50445,80,2,2,0
50449,80,2,2,0
50450,80,2,2,0
50452,80,2,2,0
50471,80,2,2,0
50475,80,2,2,0
50480,80,2,2,0
208498,80,2,2,0
208499,80,2,2,0
208500,80,2,2,0
208504,80,2,2,0
50493,80,2,2,0
50500,80,2,2,0
50503,80,2,2,0
50507,80,2,2,0
208510,80,2,2,0
208514,80,2,2,0
50512,80,2,2,0
50513,80,2,2,0
50519,80,2,2,0
50488,80,2,2,0
50490,80,2,2,0
50491,80,2,2,0
50486,80,2,2,0
50456,80,2,2,0
50463,80,2,2,0
50454,80,2,2,0
208505,80,2,2,0
208506,80,2,2,0
208507,80,2,2,0
209633,80,2,2,0
297581,80,2,1,1
297135,80,2,2,0
297137,80,2,2,0
216822,80,2,2,0
216823,80,2,2,0
297108,80,2,2,0
297191,80,2,2,0
227407,80,2,2,0
227408,80,2,2,0
297586,80,2,1,1
297592,80,2,1,1
297302,80,2,1,1
297596,80,2,0,2
297597,80,2,0,2
297599,80,2,0,2
94,80,2,2,0
158702,80,2,0,2
297601,80,2,1,1
297606,80,2,1,1
297607,80,2,1,1
297608,80,2,1,1
297610,80,2,1,1
26916,80,2,2,0
26876,80,2,2,0
209609,80,2,2,0
203793,80,2,2,0
203794,80,2,2,0
203795,80,2,2,0
203796,80,2,2,0
203797,80,2,2,0
203798,81,2,2,0
203799,81,2,2,0
203800,81,2,2,0
203830,81,2,2,0
203831,81,2,2,0
203832,81,2,2,0
203833,81,2,2,0
203834,81,2,2,0
203835,81,2,2,0
203836,81,2,2,0
203837,81,2,2,0
203838,81,2,2,0
203839,81,2,2,0
203840,81,2,2,0
203841,81,2,2,0
203842,81,2,2,0
203843,81,2,2,0
203844,81,2,2,0
203845,81,2,2,0
297621,81,2,1,1
203803,81,2,2,0
203804,81,2,2,0
203805,81,2,2,0
203806,81,2,2,0
203807,81,2,2,0
203808,81,2,2,0
203809,81,2,2,0
203810,81,2,2,0
203811,81,2,2,0
203812,81,2,2,0
203813,81,2,2,0
203814,81,2,2,0
203815,81,2,2,0
203816,81,2,2,0
203817,81,2,2,0
203818,81,2,2,0
203876,81,2,2,0
203877,81,2,2,0
203878,81,2,2,0
203879,81,2,2,0
203880,81,2,2,0
203881,81,2,2,0
203882,81,2,2,0
203883,81,2,2,0
203884,81,2,2,0
203885,81,2,2,0
203886,81,2,2,0
203887,81,2,2,0
203888,81,2,2,0
203889,81,2,2,0
203890,81,2,2,0
203891,81,2,2,0
203553,81,2,2,0
203554,81,2,2,0
203555,81,2,2,0
203556,81,2,2,0
203557,81,2,2,0
203558,81,2,2,0
203559,81,2,2,0
203560,81,2,2,0
203561,81,2,2,0
203562,81,2,2,0
203563,81,2,2,0
203564,81,2,2,0
203565,81,2,2,0
203566,81,2,2,0
203567,81,2,2,0
203568,81,2,2,0
203907,81,2,2,0
203908,81,2,2,0
203909,81,2,2,0
203910,81,2,2,0
203911,81,2,2,0
203912,81,2,2,0
203867,81,2,2,0
203868,81,2,2,0
203869,81,2,2,0
203870,81,2,2,0
203871,81,2,2,0
203872,81,2,2,0
203873,81,2,2,0
203874,81,2,2,0
203700,81,2,2,0
203701,81,2,2,0
203702,81,2,2,0
203703,81,2,2,0
203847,81,2,2,0
203848,81,2,2,0
203849,81,2,2,0
203850,81,2,2,0
203851,81,2,2,0
203852,81,2,2,0
203853,81,2,2,0
203854,81,2,2,0
203855,81,2,2,0
203856,81,2,2,0
203857,81,2,2,0
203858,81,2,2,0
203859,81,2,2,0
203860,81,2,2,0
203861,82,2,2,0
203862,82,2,2,0
203595,82,2,2,0
203596,82,2,2,0
203597,82,2,2,0
203598,82,2,2,0
203599,82,2,2,0
203600,82,2,2,0
203601,82,2,2,0
203602,82,2,2,0
203603,82,2,2,0
203604,82,2,2,0
203605,82,2,2,0
203606,82,2,2,0
203607,82,2,2,0
203608,82,2,2,0
203609,82,2,2,0
203610,82,2,2,0
203906,82,2,2,0
203895,82,2,2,0
203896,82,2,2,0
203897,82,2,2,0
203898,82,2,2,0
203899,82,2,2,0
203900,82,2,2,0
203901,82,2,2,0
203902,82,2,2,0
203903,82,2,2,0
203904,82,2,2,0
203894,82,2,2,0
203892,82,2,2,0
203893,82,2,2,0
203828,82,2,2,0
203627,82,2,2,0
203628,82,2,2,0
203629,82,2,2,0
203630,82,2,2,0
203631,82,2,2,0
203632,82,2,2,0
203633,82,2,2,0
203634,82,2,2,0
203635,82,2,2,0
203636,82,2,2,0
203637,82,2,2,0
203638,82,2,2,0
203639,82,2,2,0
203640,82,2,2,0
203641,82,2,2,0
203642,82,2,2,0
203624,82,2,2,0
203625,82,2,2,0
203626,82,2,2,0
203621,82,2,2,0
203622,82,2,2,0
203623,82,2,2,0
203846,82,2,2,0
203863,82,2,2,0
203864,82,2,2,0
203865,82,2,2,0
203644,82,2,2,0
203645,82,2,2,0
203646,82,2,2,0
203647,82,2,2,0
203648,82,2,2,0
203649,82,2,2,0
203650,82,2,2,0
203651,82,2,2,0
203652,82,2,2,0
203653,82,2,2,0
203654,82,2,2,0
203655,82,2,2,0
203656,82,2,2,0
203657,82,2,2,0
203658,82,2,2,0
203659,82,2,2,0
203643,82,2,2,0
206826,82,2,2,0
206876,82,2,2,0
206915,82,2,2,0
200926,82,2,2,0
200878,82,2,2,0
200857,82,2,2,0
297631,82,2,1,1
205,82,2,2,0
204,82,2,2,0
152235,82,2,1,1
155861,82,2,2,0
155857,82,2,2,0
203693,82,2,2,0
203694,82,2,2,0
203695,82,2,2,0
203696,82,2,2,0
203697,82,2,2,0
203698,82,2,2,0
203699,82,2,2,0
203665,82,2,2,0
203666,82,2,2,0
203667,82,2,2,0
203668,82,2,2,0
203669,82,2,2,0
203670,83,2,2,0
203671,83,2,2,0
203672,83,2,2,0
203673,83,2,2,0
203674,83,2,2,0
203675,83,2,2,0
203676,83,2,2,0
203677,83,2,2,0
203678,83,2,2,0
203679,83,2,2,0
203691,83,2,2,0
203689,83,2,2,0
203690,83,2,2,0
203660,83,2,2,0
203661,83,2,2,0
203662,83,2,2,0
143118,83,2,2,0
143119,83,2,2,0
143120,83,2,2,0
297638,83,2,1,1
216321,83,2,0,2
213563,83,2,0,2
77242,83,2,2,0
297311,83,2,1,1
216398,83,2,0,2
209610,83,2,2,0
297284,83,2,2,0
297652,83,2,1,1
297657,83,2,0,2
297659,83,2,0,2
297660,83,2,0,2
297662,83,2,0,2
297663,83,2,0,2
229917,83,2,2,0
229918,83,2,2,0
229919,83,2,2,0
229920,83,2,2,0
229921,83,2,2,0
229922,83,2,2,0
229923,83,2,2,0
229924,83,2,2,0
229925,83,2,2,0
229926,83,2,2,0
229927,83,2,2,0
229928,83,2,2,0
230442,83,2,2,0
216504,83,2,0,2
78873,83,2,2,0
297175,83,2,2,0
209591,83,2,2,0
297671,83,2,1,1
121168,83,2,2,0
213703,83,2,0,2
121596,83,2,2,0
214359,83,2,0,2
297677,83,2,1,1
297678,83,2,1,1
122098,83,2,2,0
297683,83,2,1,1
297341,83,2,1,1
221597,83,2,2,0
216606,83,2,0,2
240612,83,2,2,0
297703,83,2,1,1
152552,83,2,2,0
38125,83,2,1,1
297706,83,2,1,1
297711,83,2,0,2
152523,83,2,2,0
227719,83,2,2,0
227746,83,2,2,0
227720,83,2,2,0
227736,83,2,2,0
227679,83,2,2,0
227694,83,2,2,0
227767,83,2,2,0
227699,83,2,2,0
227701,83,2,2,0
227772,83,2,2,0
227799,83,2,2,0
158411,83,2,0,2
227899,83,2,2,0
227266,83,2,2,0
227267,83,2,2,0
152157,83,2,2,0
209572,83,2,2,0
209564,83,2,2,0
98165,83,2,2,0
226505,83,2,2,0
226760,83,2,2,0
226762,83,2,2,0
297728,83,2,1,1
297731,83,2,1,1
121560,83,2,2,0
297745,83,2,0,2
297746,83,2,0,2
297747,83,2,0,2
297748,83,2,0,2
245491,83,2,2,0
245492,83,2,2,0
245493,84,2,2,0
245494,84,2,2,0
245495,84,2,2,0
152467,84,2,2,0
152446,84,2,1,1
32,84,2,2,0
28,84,2,2,0
234066,84,2,2,0
152593,84,2,2,0
213416,84,2,2,0
213412,84,2,2,0
213413,84,2,2,0
213414,84,2,2,0
213415,84,2,2,0
69245,84,2,2,0
86350,84,2,2,0
152441,84,2,1,1
155965,84,2,2,0
152387,84,2,1,1
35888,84,2,2,0
207041,84,2,2,0
297758,84,2,0,2
297763,84,2,0,2
297771,84,2,0,2
297772,84,2,0,2
297774,84,2,0,2
297775,84,2,0,2
297776,84,2,0,2
297777,84,2,0,2
218881,84,2,0,2
218885,84,2,0,2
219615,84,2,0,2
219318,84,2,2,0
219319,84,2,2,0
219320,84,2,2,0
219321,84,2,2,0
133073,84,2,2,0
133074,84,2,2,0
219700,84,2,0,2
51294,84,2,2,0
152844,84,2,2,0
115544,84,2,2,0
45502,84,2,2,0
45487,84,2,2,0
149523,84,2,2,0
150719,84,2,2,0
297396,84,2,1,1
297478,84,2,1,1
200526,84,2,0,2
99903,84,2,2,0
100131,84,2,2,0
100139,84,2,2,0
99930,84,2,2,0
217780,84,2,0,2
152237,84,2,1,1
155788,84,2,2,0
152756,84,2,1,1
195436,84,2,2,0
219916,84,2,0,2
74047,84,2,0,2
240656,84,2,2,0
158590,84,2,0,2
158591,84,2,0,2
249156,84,2,2,0
249158,84,2,2,0
46244,84,2,2,0
46245,84,2,2,0
199882,84,2,2,0
199876,84,2,2,0
199877,84,2,2,0
199878,84,2,2,0
199879,84,2,2,0
199874,84,2,2,0
199875,84,2,2,0
46200,84,2,2,0
46201,84,2,2,0
46202,84,2,2,0
46203,84,2,2,0
46204,84,2,2,0
46205,84,2,2,0
46206,84,2,2,0
46207,84,2,2,0
46208,84,2,2,0
46209,84,2,2,0
46210,84,2,2,0
46211,84,2,2,0
46212,84,2,2,0
46213,84,2,2,0
46214,84,2,2,0
46215,84,2,2,0
46216,84,2,2,0
46217,84,2,2,0
46218,84,2,2,0
46219,84,2,2,0
46220,84,2,2,0
46221,84,2,2,0
46222,84,2,2,0
46223,84,2,2,0
46224,84,2,2,0
46225,84,2,2,0
46226,85,2,2,0
46227,85,2,2,0
46228,85,2,2,0
46229,85,2,2,0
46230,85,2,2,0
46231,85,2,2,0
217873,85,2,0,2
217874,85,2,0,2
217876,85,2,0,2
217877,85,2,0,2
217879,85,2,0,2
217880,85,2,0,2
217882,85,2,0,2
217883,85,2,0,2
217891,85,2,0,2
217894,85,2,0,2
217895,85,2,0,2
217903,85,2,0,2
217905,85,2,0,2
217906,85,2,0,2
217908,85,2,0,2
217911,85,2,0,2
217912,85,2,0,2
217913,85,2,0,2
217914,85,2,0,2
217915,85,2,0,2
217916,85,2,0,2
217917,85,2,0,2
217918,85,2,0,2
217919,85,2,0,2
217920,85,2,0,2
152121,85,2,1,1
217921,85,2,0,2
217922,85,2,0,2
217924,85,2,0,2
217925,85,2,0,2
217927,85,2,0,2
217928,85,2,0,2
217929,85,2,0,2
217932,85,2,0,2
217936,85,2,0,2
217938,85,2,0,2
217940,85,2,0,2
217941,85,2,0,2
217943,85,2,0,2
217944,85,2,0,2
218292,85,2,0,2
218293,85,2,0,2
218294,85,2,0,2
218295,85,2,0,2
221147,85,2,0,2
221148,85,2,0,2
221149,85,2,0,2
221150,85,2,0,2
221151,85,2,0,2
221159,85,2,0,2
221160,85,2,0,2
221161,85,2,0,2
221162,85,2,0,2
221163,85,2,0,2
221164,85,2,0,2
221165,85,2,0,2
221166,85,2,0,2
221167,85,2,0,2
221168,85,2,0,2
263313,85,2,2,0
221169,85,2,0,2
221170,85,2,0,2
297316,85,1,0,1
297317,85,1,0,1
297318,85,1,0,1
297319,85,1,0,1
297321,85,1,0,1
297323,85,1,0,1
297324,85,1,0,1
297325,85,1,0,1
158344,85,1,0,1
158345,85,1,0,1
158356,85,1,0,1
158357,85,1,0,1
152021,85,1,0,1
158358,85,1,0,1
158359,85,1,0,1
158361,85,1,0,1
247248,85,1,1,0
247251,85,1,1,0
247254,85,1,1,0
247256,85,1,1,0
247257,85,1,1,0
247258,85,1,1,0
247260,85,1,1,0
247184,85,1,1,0
247185,85,1,1,0
247245,85,1,1,0
247289,85,1,1,0
247296,85,1,1,0
247297,85,1,1,0
247298,85,1,1,0
247299,85,1,1,0
247300,85,1,1,0
247301,86,1,1,0
247302,86,1,1,0
247303,86,1,1,0
247304,86,1,1,0
247213,86,1,1,0
247214,86,1,1,0
247215,86,1,1,0
247216,86,1,1,0
247217,86,1,1,0
247220,86,1,1,0
247221,86,1,1,0
247222,86,1,1,0
247223,86,1,1,0
247225,86,1,1,0
242447,86,1,1,0
242448,86,1,1,0
242449,86,1,1,0
242450,86,1,1,0
242451,86,1,1,0
242452,86,1,1,0
242453,86,1,1,0
240593,86,1,1,0
246789,86,1,1,0
246790,86,1,1,0
240610,86,1,1,0
240670,86,1,1,0
240671,86,1,1,0
240672,86,1,1,0
240617,86,1,1,0
85205,86,1,0,1
153482,86,1,1,0
152496,86,1,1,0
301215,86,1,1,0
297241,86,1,1,0
152144,86,1,1,0
152147,86,1,1,0
131166,86,1,1,0
131167,86,1,1,0
131168,86,1,1,0
158122,86,1,0,1
158123,86,1,0,1
158162,86,1,0,1
158163,86,1,0,1
158164,86,1,0,1
158165,86,1,0,1
158375,86,1,0,1
297328,86,1,0,1
297329,86,1,0,1
297331,86,1,0,1
297334,86,1,0,1
297335,86,1,0,1
297336,86,1,0,1
297337,86,1,0,1
297338,86,1,0,1
297269,86,1,1,0
297339,86,1,0,1
158397,86,1,0,1
158399,86,1,0,1
158405,86,1,0,1
200190,86,1,1,0
200191,86,1,1,0
200192,86,1,1,0
200193,86,1,1,0
200194,86,1,1,0
200195,86,1,1,0
200196,86,1,1,0
200197,86,1,1,0
200198,86,1,1,0
158407,86,1,0,1
99522,86,1,1,0
158417,86,1,0,1
209586,86,1,1,0
209569,86,1,1,0
158459,86,1,0,1
158460,86,1,0,1
158461,86,1,0,1
158463,86,1,0,1
153963,86,1,1,0
158464,86,1,0,1
158465,86,1,0,1
158467,86,1,0,1
247312,86,1,1,0
209516,86,1,1,0
209520,86,1,1,0
209521,86,1,1,0
209522,86,1,1,0
209523,86,1,1,0
209524,86,1,1,0
262199,86,1,1,0
234085,86,1,1,0
234086,86,1,1,0
234087,86,1,1,0
234088,86,1,1,0
234089,86,1,1,0
234090,86,1,1,0
234091,86,1,1,0
234092,86,1,1,0
234093,86,1,1,0
204455,86,1,0,1
204456,86,1,0,1
201651,87,1,1,0
201652,87,1,1,0
201653,87,1,1,0
201654,87,1,1,0
158501,87,1,0,1
158505,87,1,0,1
158507,87,1,0,1
158511,87,1,0,1
158513,87,1,0,1
297163,87,1,0,1
297204,87,1,0,1
297206,87,1,0,1
297208,87,1,0,1
297232,87,1,0,1
297353,87,1,0,1
297354,87,1,0,1
297355,87,1,0,1
297357,87,1,0,1
297358,87,1,0,1
297360,87,1,0,1
297361,87,1,0,1
297299,87,1,1,0
158521,87,1,0,1
158525,87,1,0,1
158527,87,1,0,1
158529,87,1,0,1
153427,87,1,1,0
158536,87,1,0,1
158537,87,1,0,1
158539,87,1,0,1
158540,87,1,0,1
158541,87,1,0,1
158542,87,1,0,1
158543,87,1,0,1
158544,87,1,0,1
158545,87,1,0,1
297364,87,1,0,1
297373,87,1,0,1
158547,87,1,0,1
111775,87,1,1,0
158551,87,1,0,1
297377,87,1,0,1
200222,87,1,1,0
217570,87,1,1,0
217571,87,1,1,0
217572,87,1,1,0
217573,87,1,1,0
49702,87,1,1,0
49711,87,1,1,0
49712,87,1,1,0
49698,87,1,1,0
49707,87,1,1,0
158567,87,1,0,1
49719,87,1,1,0
297399,87,1,0,1
158569,87,1,0,1
158571,87,1,0,1
297401,87,1,0,1
158580,87,1,0,1
158581,87,1,0,1
158582,87,1,0,1
158583,87,1,0,1
297403,87,1,0,1
297404,87,1,0,1
297405,87,1,0,1
297406,87,1,0,1
297407,87,1,0,1
297415,87,1,0,1
297420,87,1,0,1
297423,87,1,0,1
297424,87,1,0,1
297425,87,1,0,1
297426,87,1,0,1
297427,87,1,0,1
297432,87,1,0,1
297433,87,1,0,1
297434,87,1,0,1
297435,87,1,0,1
297436,87,1,0,1
297437,87,1,0,1
297438,87,1,0,1
297439,87,1,0,1
297440,87,1,0,1
297441,87,1,0,1
297442,87,1,0,1
297443,87,1,0,1
297444,87,1,0,1
297445,87,1,0,1
297446,87,1,0,1
297447,87,1,0,1
297448,87,1,0,1
297449,87,1,0,1
297450,87,1,0,1
297451,87,1,0,1
297452,87,1,0,1
297453,87,1,0,1
297454,87,1,0,1
297455,87,1,0,1
297456,87,1,0,1
297457,87,1,0,1
297460,88,1,0,1
297461,88,1,0,1
45321,88,1,1,0
297463,88,1,0,1
297464,88,1,0,1
297469,88,1,0,1
158602,88,1,0,1
158604,88,1,0,1
158605,88,1,0,1
158607,88,1,0,1
250761,88,1,1,0
250759,88,1,1,0
45322,88,1,1,0
158613,88,1,0,1
158632,88,1,0,1
158633,88,1,0,1
158634,88,1,0,1
297274,88,1,1,0
153639,88,1,1,0
81448,88,1,1,0
81449,88,1,1,0
81450,88,1,1,0
81451,88,1,1,0
81452,88,1,1,0
81453,88,1,1,0
81454,88,1,1,0
81455,88,1,1,0
81456,88,1,1,0
81457,88,1,1,0
81458,88,1,1,0
81459,88,1,1,0
81460,88,1,1,0
81461,88,1,1,0
81462,88,1,1,0
81463,88,1,1,0
81480,88,1,1,0
81364,88,1,1,0
81365,88,1,1,0
81366,88,1,1,0
81367,88,1,1,0
81368,88,1,1,0
81369,88,1,1,0
81370,88,1,1,0
81371,88,1,1,0
81372,88,1,1,0
81373,88,1,1,0
81374,88,1,1,0
81375,88,1,1,0
81376,88,1,1,0
81377,88,1,1,0
81378,88,1,1,0
81379,88,1,1,0
81318,88,1,1,0
81319,88,1,1,0
81320,88,1,1,0
81321,88,1,1,0
81322,88,1,1,0
81323,88,1,1,0
81324,88,1,1,0
81325,88,1,1,0
81326,88,1,1,0
81327,88,1,1,0
81328,88,1,1,0
81329,88,1,1,0
81330,88,1,1,0
81331,88,1,1,0
81332,88,1,1,0
81333,88,1,1,0
81351,88,1,1,0
81352,88,1,1,0
81353,88,1,1,0
81354,88,1,1,0
81355,88,1,1,0
81356,88,1,1,0
81357,88,1,1,0
81358,88,1,1,0
81359,88,1,1,0
81360,88,1,1,0
81361,88,1,1,0
81362,88,1,1,0
81363,88,1,1,0
81306,88,1,1,0
81307,88,1,1,0
81308,88,1,1,0
81309,88,1,1,0
81310,88,1,1,0
81311,88,1,1,0
81312,88,1,1,0
81313,88,1,1,0
81314,88,1,1,0
81315,88,1,1,0
81385,88,1,1,0
81386,88,1,1,0
81387,88,1,1,0
81388,88,1,1,0
81389,88,1,1,0
81390,88,1,1,0
81391,88,1,1,0
81392,88,1,1,0
81393,88,1,1,0
81394,89,1,1,0
81395,89,1,1,0
81396,89,1,1,0
81397,89,1,1,0
81398,89,1,1,0
81399,89,1,1,0
81380,89,1,1,0
81381,89,1,1,0
81382,89,1,1,0
81300,89,1,1,0
81301,89,1,1,0
81302,89,1,1,0
81303,89,1,1,0
81304,89,1,1,0
81305,89,1,1,0
81466,89,1,1,0
81467,89,1,1,0
81468,89,1,1,0
81469,89,1,1,0
81470,89,1,1,0
81471,89,1,1,0
81472,89,1,1,0
81473,89,1,1,0
81474,89,1,1,0
81475,89,1,1,0
81476,89,1,1,0
81477,89,1,1,0
81478,89,1,1,0
39773,89,1,1,0
39774,89,1,1,0
39775,89,1,1,0
158636,89,1,0,1
153555,89,1,1,0
204103,89,1,1,0
204104,89,1,1,0
204381,89,1,1,0
204382,89,1,1,0
204383,89,1,1,0
204384,89,1,1,0
204385,89,1,1,0
204386,89,1,1,0
204387,89,1,1,0
204388,89,1,1,0
204389,89,1,1,0
204390,89,1,1,0
204391,89,1,1,0
204392,89,1,1,0
158638,89,1,0,1
158639,89,1,0,1
297483,89,1,0,1
152861,89,1,1,0
247161,89,1,1,0
247166,89,1,1,0
247036,89,1,1,0
247037,89,1,1,0
247038,89,1,1,0
247039,89,1,1,0
247040,89,1,1,0
247041,89,1,1,0
246858,89,1,1,0
247004,89,1,1,0
114872,89,1,1,0
78918,89,1,1,0
153286,89,1,1,0
34726,89,1,1,0
158647,89,1,0,1
158648,89,1,0,1
158649,89,1,0,1
51964,89,1,1,0
153232,89,1,1,0
138964,89,1,1,0
138994,89,1,1,0
138995,89,1,1,0
138996,89,1,1,0
138997,89,1,1,0
138971,89,1,1,0
138972,89,1,1,0
138973,89,1,1,0
138974,89,1,1,0
138975,89,1,1,0
138976,89,1,1,0
138977,89,1,1,0
138978,89,1,1,0
138979,89,1,1,0
138980,89,1,1,0
138981,89,1,1,0
138982,89,1,1,0
138983,89,1,1,0
138984,89,1,1,0
138985,89,1,1,0
138986,89,1,1,0
138969,89,1,1,0
138970,89,1,1,0
138965,89,1,1,0
138966,89,1,1,0
138967,89,1,1,0
138968,89,1,1,0
139340,89,1,1,0
139192,89,1,1,0
139193,89,1,1,0
139194,90,1,1,0
139195,90,1,1,0
139196,90,1,1,0
139197,90,1,1,0
139198,90,1,1,0
139199,90,1,1,0
139200,90,1,1,0
139201,90,1,1,0
139202,90,1,1,0
139203,90,1,1,0
139204,90,1,1,0
139205,90,1,1,0
139206,90,1,1,0
139207,90,1,1,0
139358,90,1,1,0
139359,90,1,1,0
139360,90,1,1,0
139361,90,1,1,0
139362,90,1,1,0
139363,90,1,1,0
139364,90,1,1,0
139365,90,1,1,0
139366,90,1,1,0
139367,90,1,1,0
139368,90,1,1,0
139341,90,1,1,0
139342,90,1,1,0
139343,90,1,1,0
139344,90,1,1,0
139345,90,1,1,0
139346,90,1,1,0
139347,90,1,1,0
139348,90,1,1,0
139349,90,1,1,0
139350,90,1,1,0
139351,90,1,1,0
139352,90,1,1,0
139353,90,1,1,0
139354,90,1,1,0
139355,90,1,1,0
139356,90,1,1,0
139525,90,1,1,0
139526,90,1,1,0
139527,90,1,1,0
139528,90,1,1,0
139175,90,1,1,0
139176,90,1,1,0
139177,90,1,1,0
139178,90,1,1,0
139179,90,1,1,0
139180,90,1,1,0
139181,90,1,1,0
139182,90,1,1,0
139183,90,1,1,0
139184,90,1,1,0
139185,90,1,1,0
139187,90,1,1,0
139188,90,1,1,0
139189,90,1,1,0
139190,90,1,1,0
139191,90,1,1,0
153205,90,1,1,0
139208,90,1,1,0
139209,90,1,1,0
139210,90,1,1,0
139211,90,1,1,0
139212,90,1,1,0
139213,90,1,1,0
139214,90,1,1,0
138993,90,1,1,0
138990,90,1,1,0
138991,90,1,1,0
138992,90,1,1,0
138987,90,1,1,0
138988,90,1,1,0
201026,90,1,1,0
218218,90,1,1,0
152548,90,1,1,0
152150,90,1,1,0
201025,90,1,1,0
201027,90,1,1,0
153164,90,1,1,0
152477,90,1,1,0
224680,90,1,1,0
153669,90,1,1,0
