in,per_rank,accesses,reads,writes
97349,52,5,5,0
97350,52,5,5,0
97351,52,5,5,0
97352,52,5,5,0
97353,52,5,5,0
97305,52,5,5,0
97306,52,5,5,0
97307,52,5,5,0
97308,52,5,5,0
97309,52,5,5,0
97310,52,5,5,0
97311,52,5,5,0
97312,52,5,5,0
97313,52,5,5,0
97314,52,5,5,0
97315,52,5,5,0
97316,52,5,5,0
97317,52,5,5,0
97318,52,5,5,0
97319,52,5,5,0
97320,52,5,5,0
97237,52,5,5,0
97238,52,5,5,0
97239,52,5,5,0
97240,52,5,5,0
97241,52,5,5,0
97242,52,5,5,0
97243,52,5,5,0
97244,53,5,5,0
97245,53,5,5,0
97246,53,5,5,0
97247,53,5,5,0
97236,53,5,5,0
97361,53,5,5,0
97235,53,5,5,0
97278,53,5,5,0
97357,53,5,5,0
97358,53,5,5,0
97359,53,5,5,0
97360,53,5,5,0
97356,53,5,5,0
97355,53,5,5,0
297381,53,5,3,2
218483,53,5,5,0
218485,53,5,5,0
204507,53,5,0,5
204509,53,5,0,5
204511,53,5,0,5
209332,53,5,0,5
209334,53,5,0,5
209336,53,5,0,5
209338,53,5,0,5
209341,53,5,0,5
209342,53,5,0,5
209343,53,5,0,5
209344,53,5,0,5
158586,53,5,0,5
249788,53,5,5,0
209348,53,5,0,5
209349,53,5,0,5
209369,53,5,0,5
209370,53,5,0,5
209391,53,5,0,5
200239,53,5,5,0
297287,53,5,5,0
221452,53,5,5,0
221453,53,5,5,0
221454,53,5,5,0
297473,53,5,3,2
209185,53,5,5,0
209432,53,5,0,5
209436,53,5,0,5
209437,53,5,0,5
209438,53,5,0,5
247159,53,5,5,0
209457,53,5,0,5
204557,53,5,0,5
204561,53,5,0,5
205976,53,5,5,0
218234,53,5,5,0
152280,53,5,5,0
220471,53,5,5,0
209647,53,5,1,4
209649,53,5,0,5
209651,53,5,0,5
216819,53,5,5,0
216804,53,5,5,0
216805,53,5,5,0
212118,53,5,0,5
212120,53,5,0,5
158672,53,5,0,5
220569,53,5,4,1
220524,53,5,4,1
209680,53,5,0,5
210193,53,5,0,5
297476,53,5,4,1
220777,53,5,5,0
221422,53,5,5,0
209585,53,5,5,0
199343,53,5,5,0
199344,53,5,5,0
199342,53,5,5,0
297499,53,5,4,1
297500,53,5,4,1
212160,53,5,0,5
212162,53,5,0,5
152603,53,5,5,0
209072,53,5,5,0
209073,53,5,5,0
209074,53,5,5,0
210195,53,5,0,5
210197,53,5,0,5
210198,53,5,0,5
210199,53,5,0,5
213177,53,5,0,5
212165,53,5,0,5
212167,53,5,0,5
212168,53,5,0,5
212169,53,5,0,5
212170,53,5,0,5
297530,53,5,3,2
297531,53,5,3,2
297532,53,5,3,2
297534,53,5,3,2
297535,53,5,3,2
227425,53,5,5,0
227426,53,5,5,0
209191,53,5,5,0
213455,54,5,0,5
212179,54,5,0,5
213460,54,5,0,5
213462,54,5,0,5
297573,54,5,3,2
74346,54,5,5,0
152134,54,5,5,0
153068,54,5,5,0
153132,54,5,5,0
153103,54,5,5,0
227405,54,5,5,0
227406,54,5,5,0
152424,54,5,5,0
153186,54,5,5,0
152666,54,5,5,0
152747,54,5,5,0
50451,54,5,5,0
50473,54,5,5,0
50479,54,5,5,0
208493,54,5,5,0
208501,54,5,5,0
208503,54,5,5,0
50485,54,5,5,0
50509,54,5,5,0
50510,54,5,5,0
50508,54,5,5,0
212222,54,5,0,5
212230,54,5,0,5
216271,54,5,0,5
216279,54,5,0,5
216811,54,5,5,0
216815,54,5,5,0
227389,54,5,5,0
227390,54,5,5,0
76256,54,5,5,0
213484,54,5,0,5
213485,54,5,0,5
213487,54,5,0,5
213488,54,5,0,5
213489,54,5,0,5
227294,54,5,5,0
213490,54,5,0,5
227295,54,5,5,0
200916,54,5,5,0
200917,54,5,5,0
200918,54,5,5,0
200919,54,5,5,0
200920,54,5,5,0
200921,54,5,5,0
200922,54,5,5,0
200923,54,5,5,0
200924,54,5,5,0
200925,54,5,5,0
216370,54,5,0,5
155856,54,5,5,0
297641,54,5,4,1
227296,54,5,5,0
216295,54,5,0,5
216381,54,5,0,5
216382,54,5,0,5
216384,54,5,0,5
297237,54,5,4,1
213679,54,5,0,5
216387,54,5,0,5
216390,54,5,0,5
226735,54,5,4,1
213680,54,5,0,5
121545,54,5,5,0
121552,54,5,5,0
121553,54,5,5,0
121554,54,5,5,0
121555,54,5,5,0
121636,54,5,5,0
121637,54,5,5,0
121638,54,5,5,0
121639,54,5,5,0
121640,54,5,5,0
121641,54,5,5,0
121642,54,5,5,0
121643,54,5,5,0
121644,54,5,5,0
121645,54,5,5,0
121646,54,5,5,0
121647,54,5,5,0
121648,54,5,5,0
121649,54,5,5,0
121650,54,5,5,0
121894,54,5,5,0
121896,54,5,5,0
121897,54,5,5,0
121898,54,5,5,0
121899,54,5,5,0
121900,54,5,5,0
121901,54,5,5,0
121903,54,5,5,0
121904,54,5,5,0
121905,54,5,5,0
121907,54,5,5,0
121909,54,5,5,0
121659,54,5,5,0
121661,55,5,5,0
121667,55,5,5,0
121668,55,5,5,0
121669,55,5,5,0
121651,55,5,5,0
121652,55,5,5,0
121653,55,5,5,0
121654,55,5,5,0
121655,55,5,5,0
121656,55,5,5,0
121657,55,5,5,0
121598,55,5,5,0
121599,55,5,5,0
121600,55,5,5,0
121601,55,5,5,0
121602,55,5,5,0
121603,55,5,5,0
121604,55,5,5,0
121605,55,5,5,0
121606,55,5,5,0
121607,55,5,5,0
121608,55,5,5,0
121609,55,5,5,0
121610,55,5,5,0
121611,55,5,5,0
121612,55,5,5,0
121893,55,5,5,0
121683,55,5,5,0
121685,55,5,5,0
121686,55,5,5,0
121687,55,5,5,0
121688,55,5,5,0
121689,55,5,5,0
121690,55,5,5,0
121691,55,5,5,0
121692,55,5,5,0
121693,55,5,5,0
121694,55,5,5,0
121695,55,5,5,0
121696,55,5,5,0
121697,55,5,5,0
121890,55,5,5,0
121891,55,5,5,0
121681,55,5,5,0
121703,55,5,5,0
121704,55,5,5,0
121705,55,5,5,0
121710,55,5,5,0
121153,55,5,5,0
121154,55,5,5,0
121157,55,5,5,0
121912,55,5,5,0
121913,55,5,5,0
121914,55,5,5,0
121915,55,5,5,0
121676,55,5,5,0
121677,55,5,5,0
121678,55,5,5,0
121679,55,5,5,0
121674,55,5,5,0
121193,55,5,5,0
121196,55,5,5,0
121575,55,5,5,0
121576,55,5,5,0
121577,55,5,5,0
121578,55,5,5,0
121579,55,5,5,0
121581,55,5,5,0
121582,55,5,5,0
121172,55,5,5,0
121173,55,5,5,0
121174,55,5,5,0
121175,55,5,5,0
121183,55,5,5,0
121187,55,5,5,0
121188,55,5,5,0
121189,55,5,5,0
121190,55,5,5,0
121191,55,5,5,0
121192,55,5,5,0
121911,55,5,5,0
121870,55,5,5,0
121871,55,5,5,0
121169,55,5,5,0
121719,55,5,5,0
121720,55,5,5,0
121721,55,5,5,0
121722,55,5,5,0
121723,55,5,5,0
121724,55,5,5,0
121716,55,5,5,0
121717,55,5,5,0
121698,55,5,5,0
121630,55,5,5,0
121631,55,5,5,0
121632,55,5,5,0
121633,55,5,5,0
121613,55,5,5,0
121614,55,5,5,0
121615,55,5,5,0
121616,56,5,5,0
121617,56,5,5,0
121618,56,5,5,0
153169,56,5,5,0
84326,56,5,5,0
84327,56,5,5,0
84328,56,5,5,0
120832,56,5,5,0
120835,56,5,5,0
120836,56,5,5,0
120837,56,5,5,0
120838,56,5,5,0
120839,56,5,5,0
120840,56,5,5,0
120841,56,5,5,0
120848,56,5,5,0
120849,56,5,5,0
121670,56,5,5,0
121561,56,5,5,0
121562,56,5,5,0
121563,56,5,5,0
121564,56,5,5,0
121565,56,5,5,0
121566,56,5,5,0
121567,56,5,5,0
121568,56,5,5,0
121569,56,5,5,0
121570,56,5,5,0
121715,56,5,5,0
213686,56,5,0,5
213687,56,5,0,5
213688,56,5,0,5
213689,56,5,0,5
216500,56,5,0,5
216501,56,5,0,5
297674,56,5,4,1
216571,56,5,0,5
216572,56,5,0,5
214445,56,5,0,5
214446,56,5,0,5
214447,56,5,0,5
297685,56,5,4,1
297699,56,5,3,2
216597,56,5,0,5
216599,56,5,0,5
216600,56,5,0,5
216601,56,5,0,5
214662,56,5,0,5
214666,56,5,0,5
214855,56,5,0,5
214856,56,5,0,5
199861,56,5,5,0
216624,56,5,0,5
216628,56,5,0,5
227687,56,5,5,0
227871,56,5,5,0
216767,56,5,1,4
216769,56,5,0,5
216770,56,5,0,5
216771,56,5,0,5
216773,56,5,0,5
217370,56,5,0,5
217371,56,5,0,5
297751,56,5,0,5
297752,56,5,0,5
297753,56,5,0,5
214920,56,5,0,5
214923,56,5,0,5
214924,56,5,0,5
234079,56,5,5,0
234080,56,5,5,0
234081,56,5,5,0
234082,56,5,5,0
234083,56,5,5,0
219249,56,5,5,0
27,56,5,5,0
152076,56,5,0,5
214957,56,5,0,5
245472,56,5,5,0
214967,56,5,0,5
217463,56,5,0,5
217464,56,5,0,5
218877,56,5,0,5
217531,56,5,0,5
219622,56,5,0,5
219623,56,5,0,5
217719,56,5,0,5
132969,56,5,5,0
73995,56,5,5,0
219675,56,5,0,5
219677,56,5,0,5
219685,56,5,0,5
219699,56,5,0,5
219702,56,5,1,4
219703,56,5,0,5
217722,56,5,0,5
217723,56,5,0,5
217733,56,5,0,5
217736,56,5,0,5
217739,56,5,0,5
217740,57,5,0,5
149392,57,5,5,0
149393,57,5,5,0
217763,57,5,0,5
217764,57,5,0,5
217765,57,5,0,5
217771,57,5,0,5
217773,57,5,0,5
217774,57,5,0,5
219869,57,5,0,5
219870,57,5,0,5
219880,57,5,1,4
217797,57,5,0,5
217785,57,5,0,5
219892,57,5,0,5
219898,57,5,0,5
217799,57,5,0,5
217800,57,5,0,5
217801,57,5,0,5
219903,57,5,0,5
219905,57,5,0,5
219921,57,5,0,5
219922,57,5,0,5
217837,57,5,0,5
220293,57,5,0,5
217848,57,5,0,5
28809,57,5,1,4
249144,57,5,5,0
249145,57,5,5,0
249146,57,5,5,0
220377,57,5,0,5
217900,57,5,3,2
218289,57,5,0,5
221104,57,5,0,5
221106,57,5,1,4
221108,57,5,1,4
221154,57,5,0,5
202711,57,4,1,3
202712,57,4,0,4
262130,57,4,4,0
262131,57,4,4,0
262132,57,4,4,0
262133,57,4,4,0
262134,57,4,4,0
262135,57,4,4,0
262136,57,4,4,0
262196,57,4,4,0
262197,57,4,4,0
262198,57,4,4,0
207117,57,4,0,4
207118,57,4,0,4
207119,57,4,0,4
158340,57,4,0,4
158341,57,4,0,4
247249,57,4,4,0
247259,57,4,4,0
247186,57,4,4,0
247171,57,4,4,0
158366,57,4,0,4
158369,57,4,0,4
247240,57,4,4,0
247273,57,4,4,0
247275,57,4,4,0
247292,57,4,4,0
247293,57,4,4,0
247224,57,4,4,0
143107,57,4,4,0
143108,57,4,4,0
143110,57,4,4,0
143116,57,4,4,0
240687,57,4,4,0
240578,57,4,4,0
40221,57,4,4,0
114121,57,4,4,0
240554,57,4,4,0
208625,57,4,0,4
153429,57,4,4,0
123590,57,4,2,2
240606,57,4,4,0
152178,57,4,4,0
225964,57,4,4,0
216817,57,4,4,0
152031,57,4,2,2
84772,57,4,1,3
152829,57,4,4,0
208630,57,4,0,4
209402,57,4,4,0
209403,57,4,4,0
209404,57,4,4,0
209405,57,4,4,0
209406,57,4,4,0
209407,57,4,4,0
209408,57,4,4,0
209409,57,4,4,0
209410,57,4,4,0
209411,57,4,4,0
209412,57,4,4,0
209413,57,4,4,0
209414,57,4,4,0
209415,57,4,4,0
209416,58,4,4,0
209417,58,4,4,0
52935,58,4,4,0
205495,58,4,4,0
205496,58,4,4,0
205493,58,4,4,0
205494,58,4,4,0
205492,58,4,4,0
297332,58,4,3,1
205498,58,4,4,0
158402,58,4,0,4
208656,58,4,0,4
152475,58,4,2,2
158408,58,4,0,4
208665,58,4,1,3
158414,58,4,0,4
158415,58,4,0,4
158422,58,4,0,4
158424,58,4,0,4
150725,58,4,4,0
150726,58,4,4,0
150727,58,4,4,0
218957,58,4,4,0
248097,58,4,2,2
228469,58,4,2,2
158430,58,4,0,4
158438,58,4,0,4
158440,58,4,0,4
158442,58,4,0,4
158443,58,4,0,4
208849,58,4,4,0
108321,58,4,4,0
51194,58,4,4,0
108295,58,4,4,0
44977,58,4,4,0
44978,58,4,4,0
44979,58,4,4,0
44980,58,4,4,0
44981,58,4,4,0
44982,58,4,4,0
44983,58,4,4,0
45237,58,4,4,0
199011,58,4,2,2
158453,58,4,0,4
158454,58,4,0,4
158456,58,4,0,4
217558,58,4,4,0
217562,58,4,4,0
217563,58,4,4,0
217564,58,4,4,0
213917,58,4,4,0
199820,58,4,4,0
199821,58,4,4,0
199823,58,4,4,0
199824,58,4,4,0
199825,58,4,4,0
199826,58,4,4,0
199827,58,4,4,0
199828,58,4,4,0
199829,58,4,4,0
199831,58,4,4,0
199834,58,4,4,0
199839,58,4,4,0
199844,58,4,4,0
199845,58,4,4,0
199847,58,4,4,0
199848,58,4,4,0
199852,58,4,4,0
199853,58,4,4,0
199837,58,4,4,0
288518,58,4,4,0
199855,58,4,4,0
158470,58,4,0,4
158472,58,4,0,4
158474,58,4,0,4
158476,58,4,0,4
158481,58,4,0,4
158482,58,4,0,4
296393,58,4,4,0
296377,58,4,4,0
296378,58,4,4,0
296379,58,4,4,0
296380,58,4,4,0
296381,58,4,4,0
296382,58,4,4,0
296383,58,4,4,0
296384,58,4,4,0
296385,58,4,4,0
296386,58,4,4,0
296387,58,4,4,0
296388,58,4,4,0
296389,58,4,4,0
296390,58,4,4,0
296391,58,4,4,0
296392,58,4,4,0
296363,58,4,4,0
296364,58,4,4,0
296365,58,4,4,0
296366,58,4,4,0
296367,58,4,4,0
296368,59,4,4,0
296369,59,4,4,0
296370,59,4,4,0
296371,59,4,4,0
296372,59,4,4,0
296373,59,4,4,0
296374,59,4,4,0
296375,59,4,4,0
152161,59,4,4,0
218497,59,4,4,0
218498,59,4,4,0
158490,59,4,0,4
208745,59,4,1,3
158508,59,4,0,4
158510,59,4,0,4
297255,59,4,2,2
297257,59,4,1,3
297344,59,4,2,2
205540,59,4,4,0
204481,59,4,1,3
158522,59,4,0,4
158524,59,4,0,4
213825,59,4,4,0
213826,59,4,4,0
213827,59,4,4,0
213828,59,4,4,0
213829,59,4,4,0
213830,59,4,4,0
297365,59,4,3,1
297368,59,4,2,2
297375,59,4,2,2
97294,59,4,4,0
297379,59,4,2,2
297380,59,4,3,1
158562,59,4,0,4
49700,59,4,4,0
209339,59,4,0,4
158598,59,4,0,4
158599,59,4,0,4
209346,59,4,0,4
209371,59,4,0,4
209427,59,4,0,4
200240,59,4,4,0
200241,59,4,4,0
200243,59,4,4,0
200236,59,4,4,0
152183,59,4,4,0
204518,59,4,1,3
205241,59,4,4,0
47578,59,4,4,0
47579,59,4,4,0
209217,59,4,4,0
209218,59,4,4,0
209219,59,4,4,0
297413,59,4,3,1
297414,59,4,3,1
297466,59,4,3,1
126310,59,4,0,4
240638,59,4,4,0
221431,59,4,4,0
221432,59,4,4,0
221429,59,4,4,0
221455,59,4,4,0
221456,59,4,4,0
221450,59,4,4,0
158616,59,4,0,4
158626,59,4,0,4
297479,59,4,2,2
203778,59,4,4,0
203779,59,4,4,0
203780,59,4,4,0
220452,59,4,4,0
158640,59,4,0,4
158641,59,4,0,4
158642,59,4,0,4
209439,59,4,0,4
212117,59,4,0,4
139167,59,4,4,0
208827,59,4,4,0
208828,59,4,4,0
208829,59,4,4,0
208830,59,4,4,0
208831,59,4,4,0
208826,59,4,4,0
263868,59,4,4,0
263869,59,4,4,0
263842,59,4,4,0
263843,59,4,4,0
263844,59,4,4,0
263839,59,4,4,0
263840,59,4,4,0
153261,59,4,4,0
263870,59,4,4,0
263848,59,4,4,0
263849,59,4,4,0
263850,59,4,4,0
263851,59,4,4,0
263852,59,4,4,0
263853,59,4,4,0
263854,59,4,4,0
263855,60,4,4,0
263856,60,4,4,0
263857,60,4,4,0
263858,60,4,4,0
263859,60,4,4,0
263860,60,4,4,0
263861,60,4,4,0
263862,60,4,4,0
263863,60,4,4,0
263847,60,4,4,0
263846,60,4,4,0
263864,60,4,4,0
263865,60,4,4,0
214700,60,4,4,0
215639,60,4,4,0
215640,60,4,4,0
215641,60,4,4,0
215642,60,4,4,0
215643,60,4,4,0
215644,60,4,4,0
215645,60,4,4,0
215646,60,4,4,0
215647,60,4,4,0
215648,60,4,4,0
215649,60,4,4,0
215650,60,4,4,0
215651,60,4,4,0
215652,60,4,4,0
215653,60,4,4,0
215654,60,4,4,0
215635,60,4,4,0
215636,60,4,4,0
215637,60,4,4,0
215665,60,4,4,0
215666,60,4,4,0
215667,60,4,4,0
215668,60,4,4,0
215669,60,4,4,0
152230,60,4,4,0
200275,60,4,4,0
201577,60,4,4,0
201612,60,4,4,0
245242,60,4,4,0
245243,60,4,4,0
245244,60,4,4,0
245245,60,4,4,0
245246,60,4,4,0
245247,60,4,4,0
245248,60,4,4,0
245249,60,4,4,0
245250,60,4,4,0
245252,60,4,4,0
245253,60,4,4,0
245257,60,4,4,0
245258,60,4,4,0
245259,60,4,4,0
245260,60,4,4,0
245261,60,4,4,0
245263,60,4,4,0
245264,60,4,4,0
245265,60,4,4,0
245266,60,4,4,0
245267,60,4,4,0
245268,60,4,4,0
245277,60,4,4,0
245278,60,4,4,0
245279,60,4,4,0
245280,60,4,4,0
245281,60,4,4,0
245282,60,4,4,0
245283,60,4,4,0
245284,60,4,4,0
245285,60,4,4,0
245286,60,4,4,0
245297,60,4,4,0
245298,60,4,4,0
245299,60,4,4,0
245300,60,4,4,0
245301,60,4,4,0
245302,60,4,4,0
152677,60,4,4,0
200844,60,4,4,0
200845,60,4,4,0
200846,60,4,4,0
200847,60,4,4,0
200848,60,4,4,0
200837,60,4,4,0
200838,60,4,4,0
200839,60,4,4,0
200840,60,4,4,0
200935,60,4,4,0
50047,60,4,4,0
50048,60,4,4,0
50049,60,4,4,0
50050,60,4,4,0
50051,60,4,4,0
105604,60,4,4,0
82008,60,4,4,0
82009,60,4,4,0
82010,60,4,4,0
82011,61,4,4,0
82012,61,4,4,0
200850,61,4,4,0
200851,61,4,4,0
200852,61,4,4,0
200853,61,4,4,0
200854,61,4,4,0
200900,61,4,4,0
200872,61,4,4,0
152351,61,4,4,0
205977,61,4,4,0
205978,61,4,4,0
205979,61,4,4,0
205980,61,4,4,0
205997,61,4,4,0
205998,61,4,4,0
205999,61,4,4,0
206000,61,4,4,0
206001,61,4,4,0
215655,61,4,4,0
215656,61,4,4,0
215657,61,4,4,0
215658,61,4,4,0
215659,61,4,4,0
215660,61,4,4,0
215661,61,4,4,0
215662,61,4,4,0
215663,61,4,4,0
158658,61,4,0,4
158659,61,4,0,4
158660,61,4,0,4
36839,61,4,4,0
297487,61,4,3,1
146869,61,4,4,0
146870,61,4,4,0
146871,61,4,4,0
122309,61,4,4,0
122310,61,4,4,0
122311,61,4,4,0
158662,61,4,0,4
153011,61,4,4,0
202679,61,4,2,2
50010,61,4,4,0
209922,61,4,4,0
297145,61,4,4,0
158671,61,4,0,4
220664,61,4,4,0
209652,61,4,0,4
220774,61,4,4,0
221423,61,4,4,0
221424,61,4,4,0
221435,61,4,4,0
221436,61,4,4,0
221437,61,4,4,0
221438,61,4,4,0
221433,61,4,4,0
212122,61,4,0,4
199301,61,4,4,0
199304,61,4,4,0
199307,61,4,4,0
199309,61,4,4,0
199310,61,4,4,0
199316,61,4,4,0
199327,61,4,4,0
199333,61,4,4,0
199339,61,4,4,0
199324,61,4,4,0
199317,61,4,4,0
108256,61,4,4,0
108257,61,4,4,0
58491,61,4,4,0
54935,61,4,4,0
78787,61,4,4,0
50798,61,4,4,0
227613,61,4,4,0
227606,61,4,4,0
227607,61,4,4,0
227608,61,4,4,0
227609,61,4,4,0
227610,61,4,4,0
227611,61,4,4,0
227612,61,4,4,0
227605,61,4,4,0
227264,61,4,4,0
227298,61,4,4,0
152518,61,4,4,0
227301,61,4,4,0
227302,61,4,4,0
212163,61,4,0,4
297508,61,4,3,1
210213,61,4,1,3
297520,61,4,3,1
297526,61,4,2,2
297529,61,4,2,2
297533,61,4,2,2
227273,61,4,4,0
227274,61,4,4,0
218268,61,4,4,0
216803,61,4,4,0
297563,61,4,3,1
297564,62,4,3,1
297310,62,4,4,0
297571,62,4,2,2
152794,62,4,4,0
152324,62,4,4,0
215876,62,4,4,0
153732,62,4,2,2
227280,62,4,4,0
50472,62,4,4,0
208490,62,4,4,0
208494,62,4,4,0
50492,62,4,4,0
50497,62,4,4,0
50499,62,4,4,0
50505,62,4,4,0
50487,62,4,4,0
50462,62,4,4,0
209629,62,4,4,0
215884,62,4,4,0
297595,62,4,2,2
97,62,4,4,0
100,62,4,4,0
76257,62,4,4,0
227360,62,4,4,0
227361,62,4,4,0
213491,62,4,1,3
209562,62,4,4,0
203594,62,4,4,0
227306,62,4,4,0
227307,62,4,4,0
153154,62,4,2,2
202,62,4,4,0
203664,62,4,4,0
213556,62,4,1,3
216385,62,4,0,4
209559,62,4,4,0
297661,62,4,2,2
213682,62,4,0,4
121675,62,4,4,0
218169,62,4,4,0
218170,62,4,4,0
218171,62,4,4,0
297673,62,4,3,1
216562,62,4,1,3
297684,62,4,3,1
297697,62,4,2,2
214474,62,4,1,3
216603,62,4,0,4
214676,62,4,1,3
216653,62,4,0,4
227676,62,4,4,0
227684,62,4,4,0
152655,62,4,2,2
227831,62,4,4,0
201607,62,4,4,0
227685,62,4,4,0
227686,62,4,4,0
216642,62,4,1,3
227688,62,4,4,0
216657,62,4,0,4
216661,62,4,1,3
215877,62,4,4,0
98389,62,4,2,2
48320,62,4,2,2
214916,62,4,0,4
217391,62,4,0,4
234067,62,4,4,0
234068,62,4,4,0
234069,62,4,4,0
234070,62,4,4,0
234071,62,4,4,0
234072,62,4,4,0
209536,62,4,4,0
209537,62,4,4,0
209538,62,4,4,0
209539,62,4,4,0
209540,62,4,4,0
149505,62,4,4,0
214948,62,4,0,4
213411,62,4,4,0
213410,62,4,4,0
218882,62,4,0,4
219614,62,4,0,4
217465,62,4,1,3
48139,62,4,4,0
48144,62,4,4,0
297754,62,4,0,4
297769,62,4,0,4
217580,62,4,0,4
219322,62,4,4,0
219316,62,4,4,0
73974,62,4,4,0
73990,62,4,4,0
219678,62,4,1,3
149394,62,4,4,0
217752,62,4,0,4
219893,62,4,0,4
217775,62,4,0,4
219871,62,4,1,3
155783,62,4,4,0
195431,63,4,4,0
219899,63,4,1,3
220288,63,4,0,4
217805,63,4,1,3
219925,63,4,0,4
220297,63,4,0,4
220307,63,4,0,4
220308,63,4,1,3
220309,63,4,1,3
220310,63,4,0,4
217850,63,4,0,4
249149,63,4,4,0
46198,63,4,4,0
217878,63,4,0,4
217888,63,4,1,3
217884,63,4,1,3
220378,63,4,0,4
221101,63,4,0,4
217948,63,4,0,4
221100,63,4,0,4
221110,63,4,0,4
221146,63,4,0,4
221155,63,4,0,4
158334,63,3,0,3
158335,63,3,0,3
158336,63,3,0,3
158337,63,3,0,3
158342,63,3,0,3
158343,63,3,0,3
52952,63,3,3,0
52945,63,3,3,0
52946,63,3,3,0
52947,63,3,3,0
52948,63,3,3,0
52949,63,3,3,0
52950,63,3,3,0
52944,63,3,3,0
158353,63,3,0,3
158354,63,3,0,3
152688,63,3,3,0
153509,63,3,3,0
247253,63,3,3,0
247255,63,3,3,0
247174,63,3,3,0
247177,63,3,3,0
158364,63,3,0,3
158365,63,3,0,3
158367,63,3,0,3
247233,63,3,3,0
247234,63,3,3,0
247235,63,3,3,0
247236,63,3,3,0
247237,63,3,3,0
247238,63,3,3,0
247239,63,3,3,0
247241,63,3,3,0
247242,63,3,3,0
247243,63,3,3,0
247244,63,3,3,0
247265,63,3,3,0
247266,63,3,3,0
247267,63,3,3,0
247268,63,3,3,0
247269,63,3,3,0
247271,63,3,3,0
247272,63,3,3,0
247274,63,3,3,0
247276,63,3,3,0
247277,63,3,3,0
247278,63,3,3,0
247291,63,3,3,0
143106,63,3,3,0
143113,63,3,3,0
143114,63,3,3,0
143115,63,3,3,0
114856,63,3,3,0
114857,63,3,3,0
114858,63,3,3,0
114859,63,3,3,0
114860,63,3,3,0
114861,63,3,3,0
114862,63,3,3,0
114863,63,3,3,0
114864,63,3,3,0
114865,63,3,3,0
114866,63,3,3,0
114867,63,3,3,0
114868,63,3,3,0
114869,63,3,3,0
114870,63,3,3,0
240660,63,3,3,0
240661,63,3,3,0
240662,63,3,3,0
240602,63,3,3,0
240524,63,3,3,0
240556,63,3,3,0
240571,63,3,3,0
240601,63,3,3,0
90103,63,3,1,2
300911,63,3,3,0
152336,64,3,3,0
35118,64,3,3,0
35459,64,3,3,0
199010,64,3,1,2
131165,64,3,3,0
83630,64,3,0,3
158373,64,3,0,3
251145,64,3,3,0
251194,64,3,3,0
251146,64,3,3,0
203295,64,3,0,3
158378,64,3,0,3
240649,64,3,3,0
205502,64,3,3,0
205503,64,3,3,0
205504,64,3,3,0
205505,64,3,3,0
205501,64,3,3,0
158382,64,3,0,3
297333,64,3,2,1
158388,64,3,0,3
158390,64,3,0,3
158394,64,3,0,3
158395,64,3,0,3
158396,64,3,0,3
158400,64,3,0,3
158401,64,3,0,3
208663,64,3,0,3
158409,64,3,0,3
158410,64,3,0,3
204083,64,3,0,3
158412,64,3,0,3
158413,64,3,0,3
158418,64,3,0,3
158420,64,3,0,3
209587,64,3,3,0
158423,64,3,0,3
150722,64,3,3,0
150723,64,3,3,0
150724,64,3,3,0
158426,64,3,0,3
158428,64,3,0,3
158431,64,3,0,3
158432,64,3,0,3
197820,64,3,3,0
197821,64,3,3,0
197822,64,3,3,0
197823,64,3,3,0
197824,64,3,3,0
197825,64,3,3,0
197826,64,3,3,0
197827,64,3,3,0
197828,64,3,3,0
197829,64,3,3,0
197830,64,3,3,0
197831,64,3,3,0
197832,64,3,3,0
197833,64,3,3,0
197834,64,3,3,0
197912,64,3,3,0
197913,64,3,3,0
197914,64,3,3,0
197915,64,3,3,0
197916,64,3,3,0
158434,64,3,0,3
158436,64,3,0,3
158439,64,3,0,3
158441,64,3,0,3
158444,64,3,0,3
73508,64,3,3,0
153008,64,3,3,0
108273,64,3,3,0
108322,64,3,3,0
108323,64,3,3,0
108324,64,3,3,0
108325,64,3,3,0
108326,64,3,3,0
108327,64,3,3,0
108328,64,3,3,0
108310,64,3,3,0
108294,64,3,3,0
158449,64,3,0,3
158450,64,3,0,3
158451,64,3,0,3
158457,64,3,0,3
158458,64,3,0,3
217549,64,3,3,0
217556,64,3,3,0
217559,64,3,3,0
158468,64,3,0,3
247311,64,3,3,0
247263,64,3,3,0
247284,64,3,3,0
247285,64,3,3,0
247286,64,3,3,0
247287,64,3,3,0
247288,64,3,3,0
158471,64,3,0,3
158473,64,3,0,3
158475,64,3,0,3
158477,65,3,0,3
158484,65,3,0,3
158485,65,3,0,3
297141,65,3,3,0
209578,65,3,3,0
158494,65,3,0,3
158496,65,3,0,3
158500,65,3,0,3
158502,65,3,0,3
158504,65,3,0,3
158512,65,3,0,3
158514,65,3,0,3
297162,65,3,2,1
297207,65,3,1,2
297230,65,3,2,1
297253,65,3,2,1
297346,65,3,2,1
297348,65,3,1,2
297350,65,3,1,2
297356,65,3,2,1
158516,65,3,0,3
297266,65,3,3,0
204484,65,3,0,3
158523,65,3,0,3
152689,65,3,3,0
155906,65,3,3,0
155905,65,3,3,0
218966,65,3,3,0
297363,65,3,2,1
297367,65,3,1,2
297369,65,3,1,2
297372,65,3,1,2
153240,65,3,3,0
153253,65,3,3,0
158554,65,3,0,3
247281,65,3,3,0
247282,65,3,3,0
297378,65,3,2,1
297382,65,3,1,2
158556,65,3,0,3
158558,65,3,0,3
117787,65,3,3,0
158560,65,3,0,3
