IRG,accesses,reads,writes
66225,1,0,0
66243,1,0,0
66247,1,0,0
66259,2,0,0
66260,2,0,0
66270,2,0,0
66272,2,0,0
66276,2,0,0
66280,1,0,0
66282,2,0,0
66284,2,0,0
66285,4,0,0
66288,4,0,0
66289,2,0,0
66295,2,0,0
66296,1,0,0
66297,4,0,0
66302,1,0,0
66321,1,0,0
66326,1,0,0
66344,1,0,0
66347,2,0,0
66356,2,0,0
66362,1,0,0
66364,2,0,0
66365,2,0,0
66366,2,0,0
66371,2,0,0
66373,2,0,0
66375,2,0,0
66380,1,0,0
66388,1,0,0
66391,1,0,0
66411,2,0,0
66413,4,0,0
66426,1,0,0
66433,2,0,0
66435,2,0,0
66437,4,0,0
66442,2,0,0
66443,4,0,0
66449,2,0,0
66455,1,0,0
66460,2,0,0
66465,2,0,0
66471,1,0,0
66500,4,0,0
66514,1,0,0
66515,2,0,0
66523,2,0,0
66526,1,0,0
66527,3,0,0
66533,2,0,0
66537,1,0,0
66551,2,0,0
66554,1,0,0
66556,2,0,0
66569,2,0,0
66573,1,0,0
66578,2,0,0
66602,4,0,0
66603,1,0,0
66609,2,0,0
66612,1,0,0
66613,2,0,0
66616,1,0,0
66617,1,0,0
66630,4,0,0
66631,2,0,0
66634,1,0,0
66636,2,0,0
66638,2,0,0
66643,2,0,0
66650,1,0,0
66651,2,0,0
66660,1,0,0
66664,1,0,0
66670,1,0,0
66675,2,0,0
66677,1,0,0
66702,2,0,0
66706,1,0,0
66709,4,0,0
66711,2,0,0
66715,2,0,0
66719,1,0,0
66727,2,0,0
66728,1,0,0
66729,2,0,0
66745,4,0,0
66747,1,0,0
66753,2,0,0
66759,2,0,0
66777,1,0,0
66791,2,0,0
66795,2,0,0
66799,1,0,0
66800,1,0,0
66802,1,0,0
66809,1,0,0
66814,2,0,0
66815,1,0,0
66818,2,0,0
66820,1,0,0
66821,3,0,0
66822,1,0,0
66826,2,0,0
66827,2,0,0
66831,1,0,0
66833,3,0,0
66843,1,0,0
66844,1,0,0
66859,1,0,0
66863,2,0,0
66869,2,0,0
66872,2,0,0
66876,2,0,0
66879,4,0,0
66882,4,0,0
66883,6,0,0
66884,2,0,0
66885,2,0,0
66888,6,0,0
66892,3,0,0
66893,1,0,0
66896,2,0,0
66897,3,0,0
66898,2,0,0
66899,2,0,0
66900,19,0,0
66901,2,0,0
66902,7,0,0
66903,4,0,0
66905,14,0,0
66906,2,0,0
66907,1,0,0
66908,4,0,0
66909,19,0,0
66910,42,0,0
66911,1,0,0
66912,17,0,0
66913,45,0,0
66914,43,0,0
66915,3,0,0
66916,30,0,0
66917,34,0,0
66918,85,0,0
66919,63,0,0
66920,74,0,0
66921,21,0,0
66922,57,0,0
66923,28,0,0
66924,44,0,0
66925,3,0,0
66926,29,0,0
66927,45,0,0
66928,15,0,0
66929,31,0,0
66930,2,0,0
66932,18,0,0
66933,21,0,0
66934,22,0,0
66935,1,0,0
66936,14,0,0
66937,8,0,0
66938,14,0,0
66939,4,0,0
66940,2,0,0
66941,5,0,0
66943,4,0,0
66944,9,0,0
66945,15,0,0
66946,5,0,0
66947,12,0,0
66948,11,0,0
66949,5,0,0
66950,19,0,0
66951,23,0,0
66952,39,0,0
66953,10,0,0
66954,18,0,0
66955,13,0,0
66956,35,0,0
66957,13,0,0
66958,35,0,0
66959,11,0,0
66960,65,0,0
66961,20,0,0
66962,85,0,0
66963,33,0,0
66964,155,0,0
66965,14,0,0
66966,124,0,0
66967,28,0,0
66968,108,0,0
66969,58,0,0
66970,172,0,0
66971,30,0,0
66972,137,0,0
66973,37,0,0
66974,120,0,0
66975,44,0,0
66976,100,0,0
66977,51,0,0
66978,102,0,0
66979,38,0,0
66980,68,0,0
66981,33,0,0
66982,77,0,0
66983,47,0,0
66984,49,0,0
66985,21,0,0
66986,11,0,0
66987,23,0,0
66988,17,0,0
66989,13,0,0
66990,7,0,0
66991,21,0,0
66992,3,0,0
66993,7,0,0
66994,20,0,0
66995,27,0,0
66996,8,0,0
66997,6,0,0
66998,2,0,0
66999,10,0,0
67000,10,0,0
67001,7,0,0
67002,16,0,0
67003,8,0,0
67004,2,0,0
67005,1,0,0
67007,42,0,0
67008,62,0,0
67009,3,0,0
67010,4,0,0
67011,3,0,0
67012,17,0,0
67013,36,0,0
67014,30,0,0
67015,19,0,0
67016,28,0,0
67017,3,0,0
67018,7,0,0
67019,24,0,0
67020,35,0,0
67021,25,0,0
67022,28,0,0
67023,53,0,0
67024,32,0,0
67025,75,0,0
67026,23,0,0
67027,48,0,0
67028,51,0,0
67029,24,0,0
67030,21,0,0
67031,29,0,0
67032,36,0,0
67033,69,0,0
67034,9,0,0
67035,35,0,0
67036,17,0,0
67037,21,0,0
67038,29,0,0
67039,22,0,0
67040,11,0,0
67041,17,0,0
67042,15,0,0
67043,2,0,0
67044,6,0,0
67045,12,0,0
67046,34,0,0
67047,24,0,0
67048,21,0,0
67049,14,0,0
67050,27,0,0
67051,52,0,0
67052,20,0,0
67053,23,0,0
67054,26,0,0
67055,25,0,0
67056,35,0,0
67057,31,0,0
67058,37,0,0
67059,8,0,0
67060,42,0,0
67061,39,0,0
67062,37,0,0
67063,25,0,0
67064,106,0,0
67065,47,0,0
67066,59,0,0
67067,43,0,0
67068,42,0,0
67069,66,0,0
67070,27,0,0
67071,45,0,0
67072,41,0,0
67073,89,0,0
67074,77,0,0
67075,145,0,0
67076,24,0,0
67077,79,0,0
67078,32,0,0
67079,148,0,0
67080,41,0,0
67081,124,0,0
67082,15,0,0
67083,57,0,0
67084,14,0,0
67085,53,0,0
67086,40,0,0
67087,27,0,0
67088,4,0,0
67089,14,0,0
67090,9,0,0
67091,31,0,0
67092,10,0,0
67093,19,0,0
67094,13,0,0
67095,33,0,0
67096,8,0,0
67097,13,0,0
67098,9,0,0
67099,24,0,0
67100,1,0,0
67101,22,0,0
67102,7,0,0
67103,21,0,0
67104,8,0,0
67105,51,0,0
67106,7,0,0
67107,18,0,0
67108,11,0,0
67109,25,0,0
67110,3,0,0
67111,17,0,0
67112,4,0,0
67113,6,0,0
67114,5,0,0
67115,4,0,0
67116,19,0,0
67117,14,0,0
67119,23,0,0
67120,3,0,0
67121,5,0,0
67122,1,0,0
67123,2,0,0
67124,6,0,0
67125,5,0,0
67126,7,0,0
67128,8,0,0
67129,5,0,0
67130,11,0,0
67131,6,0,0
67132,9,0,0
67133,18,0,0
67134,5,0,0
67135,2,0,0
67136,6,0,0
67138,1,0,0
67139,1,0,0
67140,17,0,0
67141,2,0,0
67142,5,0,0
67143,11,0,0
67144,6,0,0
67145,6,0,0
67146,2,0,0
67147,3,0,0
67148,23,0,0
67149,6,0,0
67150,6,0,0
67151,3,0,0
67152,18,0,0
67153,3,0,0
67154,5,0,0
67155,16,0,0
67156,6,0,0
67157,2,0,0
67158,2,0,0
67159,2,0,0
67160,3,0,0
67161,1,0,0
67162,4,0,0
67163,4,0,0
67164,3,0,0
67165,9,0,0
67166,1,0,0
67168,16,0,0
67169,5,0,0
67170,3,0,0
67171,2,0,0
67173,1,0,0
67174,2,0,0
67175,2,0,0
67176,4,0,0
67177,2,0,0
67178,10,0,0
67179,1,0,0
67180,2,0,0
67181,2,0,0
67182,3,0,0
67183,2,0,0
67184,2,0,0
67185,7,0,0
67186,14,0,0
67190,1,0,0
67191,4,0,0
67192,23,0,0
67193,2,0,0
67195,1,0,0
67196,4,0,0
67197,1,0,0
67198,15,0,0
67199,4,0,0
67200,2,0,0
67201,10,0,0
67202,3,0,0
67203,2,0,0
67204,2,0,0
67205,20,0,0
67206,3,0,0
67207,2,0,0
67208,14,0,0
67209,4,0,0
67210,4,0,0
67211,1,0,0
67212,2,0,0
67213,4,0,0
67214,4,0,0
67215,17,0,0
67216,2,0,0
67217,4,0,0
67218,2,0,0
67219,3,0,0
67220,9,0,0
67222,9,0,0
67223,17,0,0
67224,4,0,0
67225,2,0,0
67227,6,0,0
67228,6,0,0
67230,4,0,0
67231,3,0,0
67232,4,0,0
67233,2,0,0
67234,4,0,0
67235,14,0,0
67236,4,0,0
67237,2,0,0
67238,3,0,0
67239,16,0,0
67240,1,0,0
67241,3,0,0
67243,4,0,0
67244,3,0,0
67245,8,0,0
67246,2,0,0
67247,2,0,0
67248,3,0,0
67249,5,0,0
67250,14,0,0
67251,2,0,0
67252,7,0,0
67253,1,0,0
67254,3,0,0
67255,2,0,0
67256,19,0,0
67257,1,0,0
67258,1,0,0
67259,1,0,0
67261,2,0,0
67262,1,0,0
67264,4,0,0
67267,1,0,0
67268,1,0,0
67269,4,0,0
67270,6,0,0
67271,2,0,0
67273,3,0,0
67275,4,0,0
67276,5,0,0
67277,2,0,0
67278,4,0,0
67280,2,0,0
67281,2,0,0
67284,1,0,0
67285,1,0,0
67286,4,0,0
67287,18,0,0
67288,9,0,0
67289,3,0,0
67292,14,0,0
67293,10,0,0
67294,6,0,0
67295,6,0,0
67296,1,0,0
67297,2,0,0
67298,15,0,0
67300,2,0,0
67301,4,0,0
67302,5,0,0
67303,3,0,0
67304,3,0,0
67305,1,0,0
67306,3,0,0
67307,3,0,0
67308,6,0,0
67309,4,0,0
67311,2,0,0
67312,2,0,0
67316,6,0,0
67318,6,0,0
67320,5,0,0
67321,2,0,0
67322,2,0,0
67323,4,0,0
67324,2,0,0
67325,4,0,0
67326,19,0,0
67327,16,0,0
67329,5,0,0
67331,2,0,0
67332,2,0,0
67333,4,0,0
67335,3,0,0
67336,18,0,0
67337,4,0,0
67340,3,0,0
67341,19,0,0
67343,2,0,0
67344,2,0,0
67345,2,0,0
67347,8,0,0
67349,14,0,0
67350,4,0,0
67351,2,0,0
67354,1,0,0
67355,4,0,0
67356,2,0,0
67357,6,0,0
67358,17,0,0
67359,1,0,0
67360,3,0,0
67361,32,0,0
67362,30,0,0
67363,5,0,0
67364,17,0,0
67365,3,0,0
67366,6,0,0
67367,3,0,0
67368,9,0,0
67369,3,0,0
67370,2,0,0
67371,8,0,0
67372,3,0,0
67373,9,0,0
67374,19,0,0
67375,23,0,0
67376,16,0,0
67377,2,0,0
67378,6,0,0
67379,1,0,0
67380,30,0,0
67381,8,0,0
67382,1,0,0
67383,32,0,0
67384,1,0,0
67385,22,0,0
67386,46,0,0
67387,43,0,0
67388,15,0,0
67389,24,0,0
67390,18,0,0
67391,20,0,0
67392,2,0,0
67393,16,0,0
67394,2,0,0
67395,4,0,0
67396,19,0,0
67398,2,0,0
67399,1,0,0
67400,1,0,0
67401,4,0,0
67402,5,0,0
67403,2,0,0
67404,15,0,0
67405,3,0,0
67406,12,0,0
67407,11,0,0
67408,23,0,0
67409,27,0,0
67410,36,0,0
67411,4,0,0
67412,26,0,0
67413,22,0,0
67414,19,0,0
67415,8,0,0
67416,58,0,0
67417,9,0,0
67418,33,0,0
67419,34,0,0
67420,18,0,0
67421,3,0,0
67422,11,0,0
67423,20,0,0
67424,5,0,0
67425,18,0,0
67426,24,0,0
67427,20,0,0
67428,50,0,0
67429,17,0,0
67430,66,0,0
67431,26,0,0
67432,75,0,0
67433,17,0,0
67434,110,0,0
67435,29,0,0
67436,66,0,0
67437,14,0,0
67438,47,0,0
67439,10,0,0
67440,14,0,0
67441,21,0,0
67442,18,0,0
67443,8,0,0
67444,6,0,0
67445,6,0,0
67446,6,0,0
67447,6,0,0
67448,13,0,0
67449,22,0,0
67450,12,0,0
67451,8,0,0
67452,24,0,0
67453,3,0,0
67454,6,0,0
67455,7,0,0
67456,15,0,0
67457,26,0,0
67458,6,0,0
67459,7,0,0
67460,9,0,0
67461,19,0,0
67462,2,0,0
67463,11,0,0
67464,5,0,0
67465,6,0,0
67466,16,0,0
67467,22,0,0
67468,46,0,0
67469,21,0,0
67470,22,0,0
67471,15,0,0
67472,64,0,0
67473,4,0,0
67474,97,0,0
67475,20,0,0
67476,8,0,0
67477,6,0,0
67478,28,0,0
67479,5,0,0
67480,14,0,0
67481,7,0,0
67482,20,0,0
67483,5,0,0
67484,24,0,0
67485,5,0,0
67486,4,0,0
67487,5,0,0
67488,14,0,0
67489,23,0,0
67490,61,0,0
67491,19,0,0
67492,17,0,0
67493,39,0,0
67494,7,0,0
67495,5,0,0
67496,4,0,0
67497,3,0,0
67498,36,0,0
67499,15,0,0
67500,14,0,0
67501,24,0,0
67502,3,0,0
67503,18,0,0
67504,4,0,0
67505,17,0,0
67506,18,0,0
67507,4,0,0
67508,29,0,0
67509,11,0,0
67510,8,0,0
67511,8,0,0
67512,32,0,0
67513,69,0,0
67514,42,0,0
67515,42,0,0
67516,23,0,0
67517,50,0,0
67518,25,0,0
67519,58,0,0
67520,17,0,0
67521,14,0,0
67522,13,0,0
67523,22,0,0
67524,18,0,0
67525,10,0,0
67526,40,0,0
67527,13,0,0
67528,20,0,0
67529,26,0,0
67530,31,0,0
67531,29,0,0
67532,20,0,0
67533,20,0,0
67534,62,0,0
67535,44,0,0
67536,40,0,0
67537,38,0,0
67538,75,0,0
67539,112,0,0
67540,28,0,0
67541,109,0,0
67542,38,0,0
67543,49,0,0
67544,22,0,0
67545,41,0,0
67546,84,0,0
67547,71,0,0
67548,72,0,0
67549,27,0,0
67550,29,0,0
67551,42,0,0
67552,62,0,0
67553,40,0,0
67554,73,0,0
67555,40,0,0
67556,65,0,0
67557,44,0,0
67558,88,0,0
67559,18,0,0
67560,82,0,0
67561,28,0,0
67562,124,0,0
67563,83,0,0
67564,185,0,0
67565,44,0,0
67566,95,0,0
67567,17,0,0
67568,49,0,0
67569,52,0,0
67570,32,0,0
67571,39,0,0
67572,72,0,0
67573,43,0,0
67574,22,0,0
67575,52,0,0
67576,38,0,0
67577,112,0,0
67578,45,0,0
67579,63,0,0
67580,49,0,0
67581,53,0,0
67582,56,0,0
67583,29,0,0
67584,64,0,0
67585,37,0,0
67586,73,0,0
67587,25,0,0
67588,116,0,0
67589,45,0,0
67590,33,0,0
67591,58,0,0
67592,110,0,0
67593,74,0,0
67594,65,0,0
67595,87,0,0
67596,48,0,0
67597,66,0,0
67598,74,0,0
67599,59,0,0
67600,93,0,0
67601,70,0,0
67602,112,0,0
67603,70,0,0
67604,71,0,0
67605,93,0,0
67606,26,0,0
67607,106,0,0
67608,51,0,0
67609,132,0,0
67610,26,0,0
67611,162,0,0
67612,22,0,0
67613,132,0,0
67614,9,0,0
67615,39,0,0
67616,24,0,0
67617,63,0,0
67618,6,0,0
67619,39,0,0
67620,29,0,0
67621,46,0,0
67622,11,0,0
67623,38,0,0
67624,23,0,0
67625,42,0,0
67626,9,0,0
67627,28,0,0
67628,6,0,0
67629,15,0,0
67630,4,0,0
67631,14,0,0
67632,9,0,0
67633,9,0,0
67634,7,0,0
67635,15,0,0
67636,2,0,0
67637,21,0,0
67638,9,0,0
67639,9,0,0
67640,35,0,0
67641,11,0,0
67642,7,0,0
67643,17,0,0
67644,22,0,0
67645,35,0,0
67646,5,0,0
67647,21,0,0
67648,17,0,0
67649,22,0,0
67650,6,0,0
67651,18,0,0
67652,6,0,0
67653,5,0,0
67655,3,0,0
67656,22,0,0
67657,9,0,0
67658,4,0,0
67659,5,0,0
67660,5,0,0
67661,7,0,0
67662,1,0,0
67663,6,0,0
67664,8,0,0
67665,17,0,0
67666,11,0,0
67667,8,0,0
67669,6,0,0
67670,2,0,0
67671,2,0,0
67672,11,0,0
67673,5,0,0
67674,22,0,0
67675,24,0,0
67676,6,0,0
67677,6,0,0
67678,2,0,0
67679,11,0,0
67680,6,0,0
67681,21,0,0
67682,7,0,0
67683,3,0,0
67684,17,0,0
67685,20,0,0
67686,1,0,0
67687,5,0,0
67688,18,0,0
67689,28,0,0
67690,8,0,0
67691,19,0,0
67692,5,0,0
67693,2,0,0
67694,4,0,0
67695,11,0,0
67696,23,0,0
67697,21,0,0
67698,20,0,0
67699,13,0,0
67700,2,0,0
67701,2,0,0
67702,2,0,0
67703,3,0,0
67704,3,0,0
67705,28,0,0
67706,2,0,0
67707,15,0,0
67708,18,0,0
67709,3,0,0
67710,9,0,0
67711,20,0,0
67713,7,0,0
67714,4,0,0
67715,6,0,0
67716,5,0,0
67717,13,0,0
67718,11,0,0
67719,5,0,0
67720,3,0,0
67721,2,0,0
67722,2,0,0
67723,4,0,0
67724,10,0,0
67725,18,0,0
67726,22,0,0
67727,7,0,0
67728,2,0,0
67729,3,0,0
67730,3,0,0
67732,8,0,0
67733,9,0,0
67735,1,0,0
67736,6,0,0
67737,2,0,0
67738,19,0,0
67739,4,0,0
67740,9,0,0
67741,19,0,0
67742,19,0,0
67744,4,0,0
67745,6,0,0
67746,4,0,0
67747,18,0,0
67748,9,0,0
67749,5,0,0
67750,9,0,0
67751,6,0,0
67752,6,0,0
67753,5,0,0
67756,5,0,0
67757,8,0,0
67759,4,0,0
67760,19,0,0
67761,5,0,0
67762,16,0,0
67763,18,0,0
67764,22,0,0
67765,5,0,0
67766,4,0,0
67768,8,0,0
67769,4,0,0
67770,6,0,0
67771,17,0,0
67772,26,0,0
67773,7,0,0
67775,3,0,0
67777,2,0,0
67778,18,0,0
67779,1,0,0
67780,4,0,0
67781,8,0,0
67782,15,0,0
67783,2,0,0
67784,3,0,0
67785,4,0,0
67786,5,0,0
67787,4,0,0
67788,5,0,0
67789,33,0,0
67790,6,0,0
67791,15,0,0
67793,2,0,0
67794,1,0,0
67795,6,0,0
67797,3,0,0
67798,2,0,0
67799,4,0,0
67800,9,0,0
67801,2,0,0
67802,1,0,0
67803,20,0,0
67805,16,0,0
67806,3,0,0
67807,8,0,0
67808,30,0,0
67809,2,0,0
67811,5,0,0
67812,3,0,0
67813,2,0,0
67814,4,0,0
67815,35,0,0
67816,11,0,0
67817,7,0,0
67818,2,0,0
67819,22,0,0
67820,19,0,0
67821,4,0,0
67822,3,0,0
67823,2,0,0
67824,16,0,0
67825,6,0,0
67828,3,0,0
67829,10,0,0
67830,5,0,0
67831,13,0,0
67832,10,0,0
67833,11,0,0
67834,16,0,0
67835,14,0,0
67836,4,0,0
67837,3,0,0
67838,6,0,0
67839,3,0,0
67840,1,0,0
67841,4,0,0
67842,23,0,0
67845,2,0,0
67846,18,0,0
67847,7,0,0
67848,2,0,0
67849,1,0,0
67850,18,0,0
67851,16,0,0
67852,7,0,0
67854,3,0,0
67855,4,0,0
67856,2,0,0
67857,5,0,0
67858,4,0,0
67859,2,0,0
67860,4,0,0
67861,2,0,0
67862,11,0,0
67863,1,0,0
67864,3,0,0
67865,7,0,0
67866,7,0,0
67867,5,0,0
67868,7,0,0
67869,8,0,0
67870,16,0,0
67871,2,0,0
67872,34,0,0
67873,3,0,0
67874,6,0,0
67875,1,0,0
67876,5,0,0
67878,17,0,0
67879,26,0,0
67880,4,0,0
67881,21,0,0
67882,4,0,0
67883,4,0,0
67884,14,0,0
67885,2,0,0
67886,2,0,0
67887,35,0,0
67888,8,0,0
67889,31,0,0
67890,3,0,0
67891,19,0,0
67892,5,0,0
67893,22,0,0
67894,15,0,0
67895,3,0,0
67896,88,0,0
67897,9,0,0
67898,44,0,0
67899,35,0,0
67900,79,0,0
67901,47,0,0
67902,19,0,0
67903,44,0,0
67904,46,0,0
67905,33,0,0
67906,62,0,0
67907,19,0,0
67908,7,0,0
67909,18,0,0
67910,2,0,0
67911,19,0,0
67912,20,0,0
67913,21,0,0
67914,4,0,0
67915,8,0,0
67916,24,0,0
67917,7,0,0
67918,32,0,0
67919,5,0,0
67920,4,0,0
67921,8,0,0
67922,18,0,0
67923,18,0,0
67924,5,0,0
67925,23,0,0
67926,52,0,0
67927,32,0,0
67928,26,0,0
67929,33,0,0
67930,17,0,0
67931,18,0,0
67932,24,0,0
67933,17,0,0
67934,16,0,0
67935,34,0,0
67936,30,0,0
67937,27,0,0
67938,11,0,0
67939,50,0,0
67940,42,0,0
67941,59,0,0
67942,20,0,0
67943,57,0,0
67944,67,0,0
67945,85,0,0
67946,15,0,0
67947,100,0,0
67948,74,0,0
67949,162,0,0
67950,40,0,0
67951,241,0,0
67952,41,0,0
67953,121,0,0
67954,46,0,0
67955,78,0,0
67956,19,0,0
67957,78,0,0
67958,38,0,0
67959,17,0,0
67960,33,0,0
67961,21,0,0
67962,10,0,0
67963,31,0,0
67964,51,0,0
67965,17,0,0
67966,15,0,0
67967,32,0,0
67968,6,0,0
67969,20,0,0
67970,11,0,0
67971,17,0,0
67972,22,0,0
67973,33,0,0
67974,46,0,0
67975,44,0,0
67976,41,0,0
67977,70,0,0
67978,46,0,0
67979,35,0,0
67980,26,0,0
67981,23,0,0
67982,15,0,0
67983,22,0,0
67984,16,0,0
67985,39,0,0
67986,34,0,0
67987,63,0,0
67988,64,0,0
67989,57,0,0
67990,51,0,0
67991,49,0,0
67992,22,0,0
67993,32,0,0
67994,7,0,0
67995,60,0,0
67996,14,0,0
67997,57,0,0
67998,10,0,0
67999,21,0,0
68000,22,0,0
68001,11,0,0
68002,11,0,0
68003,32,0,0
68004,9,0,0
68005,31,0,0
68006,22,0,0
68007,10,0,0
68008,27,0,0
68009,8,0,0
68010,38,0,0
68011,22,0,0
68012,13,0,0
68013,8,0,0
68014,18,0,0
68015,19,0,0
68016,24,0,0
68017,10,0,0
68018,8,0,0
68019,30,0,0
68020,15,0,0
68021,24,0,0
68022,5,0,0
68023,8,0,0
68024,2,0,0
68025,11,0,0
68026,3,0,0
68027,16,0,0
68028,5,0,0
68029,52,0,0
68030,10,0,0
68031,22,0,0
68032,17,0,0
68033,15,0,0
68034,23,0,0
68035,49,0,0
68036,36,0,0
68037,36,0,0
68038,37,0,0
68039,78,0,0
68040,8,0,0
68041,29,0,0
68042,36,0,0
68043,51,0,0
68044,22,0,0
68045,25,0,0
68046,10,0,0
68047,50,0,0
68048,5,0,0
68049,8,0,0
68050,14,0,0
68051,14,0,0
68052,17,0,0
68053,13,0,0
68054,17,0,0
68055,12,0,0
68056,9,0,0
68057,8,0,0
68058,10,0,0
68059,2,0,0
68060,18,0,0
68061,11,0,0
68062,10,0,0
68063,12,0,0
68064,13,0,0
68065,28,0,0
68066,6,0,0
68067,10,0,0
68068,3,0,0
68069,21,0,0
68070,10,0,0
68071,22,0,0
68072,6,0,0
68073,7,0,0
68074,6,0,0
68075,4,0,0
68076,1,0,0
68077,4,0,0
68078,19,0,0
68079,7,0,0
68080,25,0,0
68081,23,0,0
68082,20,0,0
68083,7,0,0
68084,28,0,0
68085,4,0,0
68086,40,0,0
68087,19,0,0
68088,22,0,0
68089,3,0,0
68090,14,0,0
68091,17,0,0
68092,25,0,0
68093,26,0,0
68094,14,0,0
68095,6,0,0
68096,26,0,0
68097,16,0,0
68098,35,0,0
68099,18,0,0
68100,29,0,0
68101,18,0,0
68102,23,0,0
68103,31,0,0
68104,6,0,0
68105,10,0,0
68106,14,0,0
68107,10,0,0
68108,5,0,0
68109,9,0,0
68110,4,0,0
68111,13,0,0
68112,16,0,0
68113,24,0,0
68114,8,0,0
68115,6,0,0
68116,8,0,0
68117,5,0,0
68118,4,0,0
68119,5,0,0
68120,22,0,0
68121,29,0,0
68122,8,0,0
68123,13,0,0
68124,24,0,0
68125,19,0,0
68127,4,0,0
68128,3,0,0
68129,5,0,0
68130,17,0,0
68131,4,0,0
68132,5,0,0
68133,21,0,0
68134,4,0,0
68135,24,0,0
68136,6,0,0
68137,4,0,0
68138,3,0,0
68139,5,0,0
68140,4,0,0
68141,6,0,0
68142,4,0,0
68144,48,0,0
68145,9,0,0
68146,4,0,0
68147,18,0,0
68148,8,0,0
68149,20,0,0
68150,3,0,0
68151,12,0,0
68152,1,0,0
68153,2,0,0
68154,4,0,0
68155,4,0,0
68156,6,0,0
68157,2,0,0
68158,1,0,0
68159,2,0,0
68160,22,0,0
68161,6,0,0
68162,19,0,0
68163,14,0,0
68164,35,0,0
68165,31,0,0
68166,6,0,0
68167,7,0,0
68168,21,0,0
68169,8,0,0
68170,2,0,0
68171,27,0,0
68172,8,0,0
68173,6,0,0
68175,4,0,0
68176,19,0,0
68177,5,0,0
68178,2,0,0
68179,9,0,0
68180,5,0,0
68181,5,0,0
68182,6,0,0
68183,9,0,0
68185,15,0,0
68186,6,0,0
68187,1,0,0
68188,4,0,0
68189,4,0,0
68190,5,0,0
68191,6,0,0
68192,2,0,0
68193,8,0,0
68194,3,0,0
68195,6,0,0
68196,6,0,0
68197,16,0,0
68198,4,0,0
68199,1,0,0
68200,7,0,0
68201,16,0,0
68202,2,0,0
68203,6,0,0
68204,4,0,0
68205,4,0,0
68206,6,0,0
68207,2,0,0
68208,13,0,0
68209,7,0,0
68210,2,0,0
68211,17,0,0
68212,5,0,0
68213,19,0,0
68214,18,0,0
68215,28,0,0
68216,25,0,0
68217,3,0,0
68218,2,0,0
68219,5,0,0
68220,31,0,0
68221,5,0,0
68222,7,0,0
68223,9,0,0
68224,20,0,0
68225,1,0,0
68226,20,0,0
68227,16,0,0
68228,15,0,0
68229,13,0,0
68230,28,0,0
68231,6,0,0
68232,17,0,0
68233,4,0,0
68234,8,0,0
68235,7,0,0
68236,16,0,0
68237,2,0,0
68238,7,0,0
68239,2,0,0
68240,2,0,0
68241,2,0,0
68242,7,0,0
68243,4,0,0
68244,8,0,0
68245,12,0,0
68246,4,0,0
68247,6,0,0
68248,20,0,0
68249,3,0,0
68250,6,0,0
68251,2,0,0
68252,16,0,0
68253,16,0,0
68254,6,0,0
68255,2,0,0
68256,11,0,0
68257,3,0,0
68258,6,0,0
68259,19,0,0
68260,5,0,0
68261,4,0,0
68262,1,0,0
68263,4,0,0
68264,14,0,0
68265,6,0,0
68266,3,0,0
68267,8,0,0
68268,3,0,0
68269,4,0,0
68270,5,0,0
68271,22,0,0
68272,8,0,0
68273,6,0,0
68274,10,0,0
68275,7,0,0
68276,16,0,0
68277,19,0,0
68278,3,0,0
68280,12,0,0
68281,7,0,0
68282,4,0,0
68283,5,0,0
68284,6,0,0
68285,4,0,0
68286,3,0,0
68287,6,0,0
68288,10,0,0
68289,10,0,0
68290,7,0,0
68291,11,0,0
68292,18,0,0
68293,20,0,0
68294,6,0,0
68295,6,0,0
68296,11,0,0
68297,9,0,0
68299,10,0,0
68300,26,0,0
68301,4,0,0
68302,6,0,0
68303,18,0,0
68304,19,0,0
68305,4,0,0
68306,4,0,0
68307,10,0,0
68308,8,0,0
68309,6,0,0
68310,16,0,0
68311,2,0,0
68312,10,0,0
68314,4,0,0
68315,2,0,0
68316,10,0,0
68317,23,0,0
68318,16,0,0
68319,2,0,0
68320,4,0,0
68321,20,0,0
68322,4,0,0
68323,6,0,0
68324,2,0,0
68325,8,0,0
68326,8,0,0
68327,14,0,0
68328,4,0,0
68329,2,0,0
68330,9,0,0
68331,8,0,0
68332,5,0,0
68333,4,0,0
68334,21,0,0
68335,5,0,0
68336,9,0,0
68337,5,0,0
68338,15,0,0
68339,2,0,0
68340,3,0,0
68341,4,0,0
68342,5,0,0
68343,2,0,0
68344,3,0,0
68345,4,0,0
68346,3,0,0
68347,10,0,0
68348,2,0,0
68349,9,0,0
68351,7,0,0
68352,32,0,0
68353,1,0,0
68354,20,0,0
68355,7,0,0
68356,3,0,0
68357,11,0,0
68358,29,0,0
68359,23,0,0
68360,21,0,0
68361,2,0,0
68362,3,0,0
68363,3,0,0
68364,20,0,0
68365,4,0,0
68366,2,0,0
68367,3,0,0
68368,19,0,0
68369,9,0,0
68370,16,0,0
68371,3,0,0
68372,6,0,0
68373,5,0,0
68374,5,0,0
68375,18,0,0
68376,10,0,0
68377,4,0,0
68378,10,0,0
68379,8,0,0
68380,30,0,0
68381,19,0,0
68383,4,0,0
68384,2,0,0
68385,3,0,0
68386,4,0,0
68387,17,0,0
68388,3,0,0
68389,2,0,0
68390,7,0,0
68391,5,0,0
68392,1,0,0
68393,4,0,0
68394,7,0,0
68395,21,0,0
68396,1,0,0
68397,14,0,0
68398,3,0,0
68399,3,0,0
68400,4,0,0
68401,18,0,0
