IRG,accesses,reads,writes
12303,4,0,0
12305,4,0,0
12309,0,1,0
12311,0,0,3
12315,0,1,0
12316,0,1,0
12327,4,0,0
12328,0,1,0
12330,1,0,0
12331,2,0,0
12338,0,1,0
12340,3,0,0
12342,2,0,0
12344,2,0,0
12350,5,0,0
12351,1,0,0
12354,3,0,0
12358,2,0,0
12362,1,0,0
12364,4,0,0
12365,1,0,0
12366,1,0,0
12368,0,1,0
12371,1,0,0
12374,2,0,0
12376,4,0,0
12379,1,0,0
12385,2,0,0
12386,1,0,0
12387,4,0,0
12389,2,0,1
12396,0,0,1
12397,0,0,1
12399,4,1,1
12400,4,0,0
12401,0,0,1
12405,1,0,0
12406,1,1,0
12407,0,0,1
12408,1,0,0
12410,0,1,1
12412,4,0,1
12415,0,0,1
12416,0,0,1
12422,1,0,0
12428,0,0,1
12433,0,0,1
12434,0,0,7
12436,0,0,1
12437,1,0,0
12438,4,0,0
12440,0,1,0
12443,0,0,1
12445,0,1,0
12446,0,0,2
12448,1,0,0
12449,2,0,0
12450,0,1,1
12451,2,0,7
12452,0,0,1
12458,1,0,0
12464,0,1,0
12467,0,0,3
12471,4,0,0
12473,0,1,0
12474,0,1,0
12481,2,0,0
12482,0,0,1
12484,0,1,0
12485,2,0,0
12487,0,1,2
12490,1,0,0
12492,0,0,5
12493,0,1,0
12495,1,0,0
12496,0,1,0
12502,4,0,0
12504,0,0,4
12505,0,1,0
12510,0,0,4
12511,0,0,1
12514,0,1,0
12519,0,0,1
12521,1,0,0
12522,1,0,6
12525,0,0,9
12526,1,0,1
12527,0,0,3
12529,0,0,1
12531,0,0,1
12532,4,0,0
12536,0,0,1
12537,0,0,1
12539,1,0,0
12540,2,1,0
12541,2,0,13
12542,0,0,2
12548,0,1,0
12550,0,0,4
12551,0,0,1
12554,0,1,0
12557,0,0,3
12558,0,0,1
12559,2,0,0
12560,4,0,0
12562,2,0,0
12563,0,0,1
12566,0,0,2
12567,1,0,1
12570,0,0,1
12571,1,0,0
12573,1,0,1
12574,4,0,0
12576,0,0,1
12578,0,0,3
12580,0,1,0
12582,4,0,0
12585,0,0,1
12588,0,0,8
12592,0,0,8
12596,1,0,10
12597,2,0,0
12598,0,1,0
12599,2,1,0
12605,0,1,0
12606,2,0,0
12610,2,0,0
12612,0,0,1
12614,2,0,0
12622,1,0,0
12624,3,0,0
12625,0,0,1
12632,1,0,0
12634,1,0,0
12641,0,1,0
12646,0,1,0
12648,1,0,0
12649,2,0,0
12650,0,0,1
12655,2,0,0
12666,2,0,0
12668,7,0,0
12670,4,0,0
12671,0,1,0
12672,1,0,0
12675,0,1,0
12678,0,1,0
12686,2,0,0
12688,1,0,0
12694,1,0,0
12701,0,1,0
12704,1,0,0
12710,1,0,0
12712,0,0,1
12713,0,0,1
12715,1,0,0
12721,4,0,0
12722,4,0,0
12731,1,0,0
12733,0,1,0
12735,0,1,0
12740,7,0,0
12743,1,0,0
12744,0,1,0
12745,1,0,0
12746,0,0,1
12748,0,0,1
12752,0,1,0
12758,1,0,0
12759,1,0,0
12760,2,0,0
12761,2,0,0
12762,2,0,0
12763,2,0,1
12764,1,0,0
12771,1,0,0
12773,2,0,0
12777,2,0,0
12778,3,0,1
12780,2,0,0
12782,1,0,0
12786,1,0,0
12790,4,0,0
12792,0,1,4
12803,0,1,0
12808,1,1,0
12810,0,1,0
12812,1,0,0
12815,1,0,0
12817,0,0,1
12823,1,0,0
12826,0,1,0
12829,1,0,0
12832,0,1,0
12834,1,0,0
12837,1,0,0
12842,1,0,0
12845,2,0,0
12846,2,0,0
12848,1,1,0
12857,4,0,0
12858,4,0,0
12861,2,0,0
12863,0,1,0
12867,1,0,0
12868,5,0,0
12869,2,0,0
12870,1,0,0
12871,2,0,0
12872,0,1,0
12873,1,0,0
12875,3,0,0
12878,4,0,0
12880,1,0,0
12884,0,1,1
12887,0,1,0
12902,1,0,0
12904,0,1,0
12907,1,0,0
12909,1,0,0
12910,0,0,1
12918,1,0,0
12920,1,0,0
12921,0,1,0
12923,4,0,0
12924,1,0,0
12936,0,0,1
12937,2,0,0
12938,2,0,1
12939,1,0,0
12940,1,1,0
12944,1,0,0
12946,1,0,0
12948,1,0,0
12953,1,0,0
12954,4,0,0
12955,0,1,0
12958,4,0,0
12961,4,0,0
12966,0,1,0
12968,1,0,0
12970,0,1,4
12978,0,1,0
12980,0,0,1
12981,4,0,0
12982,0,0,1
12984,0,0,1
12991,4,0,0
12994,4,0,0
13001,0,0,3
13002,1,0,0
13003,1,0,0
13015,1,0,3
13023,0,0,3
13024,0,1,0
13025,0,3,0
13026,2,0,0
13028,2,0,0
13042,1,0,0
13048,1,0,0
13052,0,1,0
13060,0,0,1
13064,8,0,0
13076,1,0,0
13080,2,0,0
13082,0,1,0
13084,3,1,1
13085,0,0,1
13086,1,0,0
13090,4,0,0
13091,1,0,0
13094,0,1,0
13095,0,1,0
13096,2,0,0
13097,2,0,0
13098,1,0,0
13108,4,0,0
13110,4,0,0
13116,1,0,0
13122,0,1,0
13131,1,1,0
13133,1,0,0
13143,4,0,0
13145,1,0,0
13148,2,0,0
13149,0,1,0
13151,1,0,0
13160,1,0,0
13163,0,1,0
13164,0,1,0
13168,2,0,0
13172,1,0,0
13174,0,0,1
13175,1,0,0
13178,6,0,0
13180,2,0,0
13182,0,1,0
13184,0,0,2
13185,1,0,0
13192,0,0,2
13193,2,0,0
13194,2,0,0
13198,0,1,0
13207,4,0,0
13212,1,0,0
13221,0,1,0
13222,0,1,0
13224,0,0,6
13228,0,0,2
13233,2,0,0
13234,1,0,0
13235,2,0,0
13239,1,0,4
13243,1,1,4
13244,1,0,0
13246,4,0,0
13254,2,0,4
13255,0,0,4
13256,1,0,0
13260,2,0,0
13262,0,1,0
13263,1,0,2
13264,0,0,10
13270,0,0,8
13271,0,0,2
13272,1,0,2
13274,0,0,2
13276,2,0,0
13277,0,1,0
13280,2,0,0
13286,1,0,0
13295,4,0,0
13300,2,0,0
13301,2,0,0
13303,0,1,0
13308,0,1,2
13311,5,0,1
13312,1,0,2
13315,1,0,0
13318,0,0,3
13319,0,0,1
13322,0,0,3
13324,0,0,1
13325,0,0,1
13327,0,0,1
13332,1,0,1
13333,0,0,3
13334,1,0,0
13336,4,0,0
13343,0,0,3
13351,4,0,2
13359,0,1,0
13360,1,0,0
13362,2,0,0
13363,2,0,0
13364,4,0,0
13365,0,1,0
13367,2,0,0
13372,0,0,1
13375,3,0,0
13377,1,0,0
13386,1,0,0
13387,0,0,1
13400,2,0,0
13401,1,0,0
13402,0,0,1
13406,2,0,0
13408,0,0,1
13414,0,0,1
13416,0,1,0
13418,0,1,0
13420,0,0,1
13421,4,0,0
13422,3,0,0
13424,2,0,0
13425,1,0,0
13428,0,0,1
13429,4,0,1
13430,1,0,5
13434,1,0,0
13435,1,0,0
13439,0,0,2
13440,0,0,6
13444,3,0,0
13445,2,0,0
13446,2,0,0
13447,2,0,4
13449,2,0,0
13450,2,0,0
13461,0,0,1
13462,0,0,2
13472,1,0,0
13477,0,1,0
13478,1,0,0
13479,1,0,0
13481,4,0,0
13499,4,0,0
13518,2,0,0
13520,2,0,0
13521,0,0,1
13526,4,0,0
13527,0,1,0
13529,2,0,0
13530,0,0,2
13532,2,0,0
13534,2,0,0
13535,0,0,1
13536,1,0,0
13537,1,0,0
13538,2,0,0
13539,0,0,1
13540,3,0,0
13545,1,0,0
13546,1,0,0
13559,1,0,0
13561,1,0,0
13563,0,1,0
13564,0,0,2
13568,0,0,1
13571,0,0,1
13572,4,0,1
13574,1,0,0
13575,3,0,1
13576,2,0,0
13577,2,0,1
13578,2,0,0
13582,1,0,0
13589,0,1,0
13593,1,0,3
13594,0,0,2
13606,1,0,0
13608,1,0,0
13610,0,0,1
13612,2,0,0
13613,2,0,0
13620,4,0,0
13622,4,0,0
13625,2,0,0
13626,2,0,0
13631,1,0,0
13633,0,0,1
13634,0,0,2
13635,4,0,0
13637,0,0,2
13638,0,0,1
13641,0,2,0
13642,1,0,0
13646,4,0,0
13649,0,0,8
13655,2,0,0
13659,4,0,0
13661,2,0,1
13662,0,0,1
13663,0,0,2
13670,0,0,4
13671,1,0,2
13673,4,0,1
13674,0,0,3
13677,0,0,2
13681,5,0,0
13682,4,0,3
13685,0,0,3
13693,0,0,8
13699,1,0,0
13706,0,0,4
13707,1,0,0
13711,0,0,1
13712,1,0,0
13717,0,0,3
13719,0,1,0
13725,4,0,0
13728,5,1,0
13730,1,0,0
13738,5,0,0
13742,4,0,0
13743,0,0,10
13749,0,0,9
13752,2,0,0
13754,2,0,0
13760,0,0,1
13762,1,0,0
13764,0,0,1
13768,4,0,0
13771,4,0,0
13772,1,0,0
13774,1,0,0
13777,2,0,0
13778,0,0,1
13782,0,0,1
13784,1,0,0
13789,0,0,1
13791,0,0,2
13794,0,0,1
13795,0,1,0
13798,0,0,2
13801,5,0,0
13802,1,0,0
13803,0,0,1
13806,4,0,1
13808,4,0,0
13809,0,0,1
13810,1,0,2
13812,0,0,1
13814,0,0,2
13818,0,1,2
13822,0,0,1
13823,6,0,3
13827,4,0,0
13828,0,0,2
13829,0,0,1
13830,3,0,1
13831,0,0,1
13833,1,0,0
13834,0,0,1
13835,1,0,1
13837,3,0,0
13838,2,0,0
13840,5,0,0
13841,2,0,1
13843,2,0,0
13845,0,0,1
13846,0,0,1
13847,1,0,0
13848,3,0,0
13849,1,0,0
13850,2,0,0
13851,2,0,1
13852,1,0,2
13853,1,0,0
13855,1,0,0
13856,1,0,0
13857,1,0,0
13858,5,0,2
13860,1,0,0
13862,0,0,1
13863,1,0,0
13864,2,0,0
13865,0,0,1
13866,2,0,1
13868,4,0,1
13870,2,0,0
13871,1,0,0
13873,1,0,0
13878,0,0,1
13879,4,0,0
13881,0,0,2
13882,4,0,0
13884,0,0,3
13886,0,0,14
13889,2,0,1
13890,2,0,0
13891,0,0,1
13895,0,0,1
13898,2,0,0
13900,2,0,0
13901,2,0,0
13902,2,0,0
13903,1,1,0
13904,0,1,0
13905,1,0,0
13908,4,0,0
13910,0,0,2
13911,0,0,1
13912,0,0,1
13913,1,0,0
13915,1,0,0
13917,1,0,0
13918,1,0,0
13920,0,0,1
13923,1,0,0
13924,3,0,0
13925,5,0,0
13927,0,1,0
13932,1,0,0
13938,0,0,3
13959,4,0,0
13967,0,0,2
13968,0,0,1
13969,4,0,0
13970,4,0,0
13975,0,1,0
13976,1,0,0
13977,2,0,0
13980,6,0,0
13982,3,0,0
14001,6,0,0
14002,1,0,0
14004,1,0,0
14006,2,0,0
14009,1,1,0
14010,3,0,0
14011,4,0,0
14013,1,0,0
14014,1,0,0
14016,1,0,0
14019,1,0,0
14024,1,0,0
14033,2,0,0
14039,4,0,0
14040,0,0,6
14042,0,0,8
14043,0,0,5
14047,0,0,2
14048,4,0,0
14049,0,1,2
14050,0,0,1
14056,2,1,0
14057,4,0,0
14060,0,0,4
14065,0,0,4
14071,4,0,0
14072,1,0,0
14074,0,0,8
14076,4,0,0
14079,0,0,2
14081,1,0,0
14083,0,0,2
14086,0,0,2
14089,1,0,0
14090,0,0,2
14091,4,0,0
14092,0,0,1
14095,0,0,2
14097,4,0,0
14098,0,0,6
14099,2,0,0
14100,0,0,2
14101,6,0,7
14104,0,0,2
14105,0,0,2
14106,0,0,2
14108,0,0,4
14110,8,0,2
14113,5,0,0
14115,0,1,0
14122,4,0,4
14123,0,0,7
14124,0,0,2
14125,1,0,0
14128,0,0,5
14131,0,0,2
14134,1,0,0
14135,0,0,2
14136,1,0,2
14137,4,0,0
14141,1,0,0
14142,0,0,2
14143,1,0,0
14145,1,0,0
14146,1,0,0
14147,1,0,0
14153,0,0,3
14154,0,0,5
14155,1,0,1
14158,1,0,4
14159,1,1,0
14160,0,0,5
14162,0,0,1
14164,0,0,2
14166,2,0,0
14169,1,0,1
14170,2,0,3
14171,1,0,0
14177,2,0,0
14180,2,0,0
14181,5,0,4
14183,0,0,3
14184,4,0,0
14186,4,0,0
14189,1,0,0
14190,0,1,2
14192,2,0,0
14194,2,0,0
14197,0,1,2
14199,0,0,1
14202,2,0,0
14205,2,0,2
14206,1,0,16
14208,4,0,0
14213,0,0,2
14216,0,0,1
14219,0,0,2
14223,0,0,2
14224,1,0,0
14225,0,0,1
14226,5,0,0
14227,0,0,12
14228,1,0,0
14231,4,0,0
14232,0,0,1
14244,1,0,4
14245,0,0,2
14249,0,0,2
14251,1,0,4
14252,8,0,1
14255,2,0,0
14256,0,0,8
14257,4,0,0
14259,2,0,0
14265,1,0,2
14267,0,0,4
14269,0,0,2
14270,1,0,2
14274,1,0,2
14275,0,0,4
14281,0,0,4
14283,0,0,8
14285,1,0,2
14289,0,0,2
14292,4,0,0
14293,0,0,4
14295,0,0,7
14296,1,0,0
14299,0,1,8
14302,0,1,6
14303,0,0,2
14304,1,0,4
14305,0,0,15
14306,0,0,6
14308,0,0,2
14310,0,0,1
14311,0,0,2
14312,0,0,1
14313,0,0,4
14314,0,0,4
14315,0,0,2
14316,0,0,4
14317,0,0,2
14320,0,0,1
14321,0,0,4
14322,4,0,0
14323,0,0,1
14324,2,0,1
14325,2,0,0
14327,4,0,0
14328,2,0,0
14330,2,0,4
14331,4,0,0
14336,0,0,8
14338,0,0,4
14339,0,1,2
14341,0,1,0
14343,3,0,2
14344,0,0,3
14345,2,0,0
14353,0,0,2
14355,1,0,0
14357,1,0,2
14361,0,0,8
14362,0,0,3
14364,2,0,0
14369,0,0,6
14370,1,0,1
14371,1,0,0
14374,1,0,0
14375,0,0,1
14376,1,0,0
14379,0,0,4
14381,4,0,0
14385,1,0,0
14389,0,0,6
14392,0,0,1
14394,0,0,1
14399,0,0,4
14400,0,0,1
14401,1,0,1
14403,1,0,0
14406,2,0,0
14410,2,0,0
14413,0,1,0
14416,1,0,0
14423,0,0,6
14426,2,0,0
14427,2,0,0
14429,4,0,0
14431,0,0,6
14434,0,0,3
14435,2,0,0
14436,2,0,0
14437,0,1,0
14440,2,0,0
14442,2,0,0
14446,1,0,4
14447,0,0,2
14456,1,0,0
14460,1,0,0
14463,0,0,2
14466,7,0,0
14467,1,0,2
14468,5,0,2
14471,1,0,0
14472,4,0,2
14474,4,0,0
14478,0,1,0
14479,1,0,0
14484,1,0,0
14485,1,0,0
14486,1,0,2
14488,6,0,0
14489,2,0,0
14490,1,0,2
14491,2,0,0
14492,2,1,0
14503,4,0,0
14510,4,0,0
14512,0,0,1
14515,0,0,4
14516,1,0,0
14519,4,0,0
14520,1,0,0
14522,3,0,1
14523,2,0,1
14527,0,0,2
14528,0,0,1
14529,0,0,2
14532,4,0,0
14533,0,0,1
14534,0,0,1
14536,0,0,4
14539,0,0,2
14542,1,0,0
14543,0,0,2
14550,0,0,2
14552,0,1,1
14553,0,0,1
14555,0,0,9
14558,2,0,1
14560,2,1,0
14561,0,0,2
14562,0,0,2
14563,0,0,1
14564,1,0,2
14565,4,0,2
14568,1,0,2
14569,2,0,0
14570,2,0,0
14575,2,0,0
14576,2,0,0
14577,0,0,1
14584,0,1,0
14587,1,0,2
14589,0,0,2
14591,0,0,2
14592,2,0,0
14593,2,0,1
14595,1,0,0
14601,0,0,2
14606,0,0,1
14607,0,0,3
14610,3,0,0
14611,1,0,2
14612,2,0,0
14614,4,0,0
14615,1,0,2
14620,2,0,0
14621,2,0,0
14627,0,2,0
14628,1,0,0
14630,0,0,1
14637,1,0,0
14638,1,0,2
14642,1,0,2
14647,1,0,0
14657,2,0,0
14659,0,0,2
14661,6,0,0
14663,0,0,2
14664,2,0,2
14665,2,0,0
14673,2,0,0
14675,4,0,0
14679,0,0,8
14680,0,0,2
14681,2,0,0
14682,1,0,4
14686,0,0,2
14687,0,1,0
14689,1,0,0
14696,4,0,1
14697,0,1,2
14702,0,0,4
14703,1,0,1
14705,0,0,1
14706,1,0,0
14709,0,0,2
14710,1,0,0
14715,0,0,4
14716,0,0,2
14717,1,0,0
14720,0,0,2
14721,2,0,0
14725,1,1,0
14729,2,0,5
14733,2,0,0
14734,0,0,1
14738,0,0,1
14744,0,0,1
14746,4,0,0
14747,0,1,0
14754,0,0,2
14755,2,0,1
14758,0,0,2
14760,1,0,0
14764,0,1,0
14765,4,0,0
14768,4,0,0
14770,0,0,5
14771,4,0,0
14772,0,0,1
14777,1,0,0
14782,0,0,5
14783,1,0,0
14789,0,0,1
14791,0,0,8
14792,0,0,4
14793,0,0,4
14795,0,0,1
14796,1,0,0
14797,1,0,0
14804,0,0,1
14808,1,0,0
14811,1,0,0
14814,0,0,1
14815,1,0,0
14816,1,0,4
14821,1,0,1
14823,1,1,0
14826,0,1,0
14827,2,0,0
14830,4,0,0
14834,4,0,3
14835,0,0,2
14836,1,0,0
14837,2,0,0
14839,2,0,0
14840,0,0,5
14841,2,0,1
14843,2,0,1
14847,2,0,0
14849,1,0,0
14851,0,0,2
14853,0,0,1
14855,0,0,4
14858,0,0,1
14859,0,0,2
14862,4,0,0
14863,1,0,1
14865,0,0,1
14866,1,0,4
14867,0,0,1
14868,2,0,11
14869,3,0,0
14873,2,0,0
14875,2,0,2
14877,2,0,2
14878,1,0,3
14881,0,0,2
14882,4,0,1
14883,0,0,1
14886,0,1,1
14887,1,0,2
14892,0,1,0
14893,1,0,0
14895,0,0,2
14900,0,0,1
14902,1,0,0
14903,0,0,1
14904,0,0,2
14907,1,0,0
14908,1,0,2
14909,0,0,2
14910,0,0,1
14911,1,0,1
14912,0,0,13
14915,0,0,2
14916,1,0,2
14917,1,0,0
14919,0,0,3
14920,1,0,2
14921,3,0,1
14922,2,0,5
14925,1,0,0
14926,0,0,4
14927,4,0,3
14928,1,0,0
14929,1,0,2
14930,0,0,2
14932,0,0,4
14943,0,1,0
14948,0,0,2
14950,0,0,1
14952,0,0,3
14953,4,0,0
14954,0,0,4
14957,0,0,2
14964,0,1,0
14965,2,0,0
14966,2,0,0
14968,4,0,0
14969,2,0,0
14970,0,0,2
14973,0,0,2
14976,0,0,4
14977,0,0,2
14980,0,0,2
14981,0,1,0
14984,0,0,2
14989,0,0,2
14993,0,0,2
14996,0,0,3
15002,0,0,3
15004,1,0,0
15006,4,0,5
15008,1,0,0
15015,2,0,0
15016,0,0,4
15019,0,0,1
15024,0,1,0
15025,4,0,0
15038,0,0,1
15040,0,0,4
15043,0,0,2
15044,0,0,2
15045,0,1,0
15046,1,0,0
15051,2,0,0
15055,2,0,0
15059,4,0,0
15062,1,0,0
15063,4,0,0
15064,4,0,0
15065,0,0,2
15069,0,0,2
15071,1,0,2
15077,0,0,1
15078,0,0,4
15085,0,1,0
15086,2,0,0
15089,0,0,2
15091,1,0,0
15093,1,0,0
15098,0,0,6
15101,0,1,0
15103,0,0,4
15110,4,0,0
15115,1,0,0
15118,2,0,0
15119,0,0,2
15120,4,0,0
15122,2,0,0
15126,1,0,4
15127,4,1,0
15129,2,0,0
15135,2,0,0
15137,0,0,4
15145,0,0,1
15151,0,0,1
15152,1,0,0
15156,2,0,0
15157,1,0,0
15158,1,0,0
15160,2,0,0
15162,2,0,0
15163,2,0,0
15166,1,0,0
15168,1,0,0
15169,1,0,0
15171,1,0,0
15173,1,0,4
15177,1,1,0
15178,1,0,0
15181,1,0,0
15186,0,1,0
15192,0,0,1
15208,4,0,0
15212,3,0,0
15215,2,0,0
15221,4,0,1
15222,4,0,4
15228,0,0,1
15230,0,0,1
15233,0,0,1
15237,0,0,1
15238,0,1,0
15239,0,0,1
15242,1,0,1
15244,0,0,2
15245,0,0,12
15246,0,0,1
15249,1,0,0
15251,1,1,1
15253,0,0,1
15255,1,0,0
15256,0,0,1
15258,0,0,1
15259,0,0,1
15264,2,0,1
15265,2,0,0
15271,0,0,2
15272,1,0,0
15275,2,0,0
15279,2,0,1
15281,0,0,2
15285,0,0,2
15288,2,0,0
15289,0,0,1
15291,0,0,1
15292,2,0,0
15293,0,0,1
15300,4,0,0
15302,0,1,0
15303,1,0,0
15304,1,0,0
15311,4,0,0
15313,4,0,0
15316,4,1,0
15317,1,0,0
15325,6,0,0
15329,1,0,1
15332,0,0,4
15333,0,0,1
15334,1,1,0
15338,1,0,0
15341,6,0,0
15343,1,0,0
15349,0,0,2
15351,0,0,1
15352,0,0,2
15354,0,0,1
15355,0,0,1
15358,4,0,0
15359,4,0,0
15362,2,0,2
15364,1,0,0
15368,2,0,0
15370,4,0,0
15371,0,1,0
15372,0,0,1
15377,0,0,13
15381,0,0,4
15382,0,0,10
15384,0,0,1
15385,0,0,1
15386,0,0,1
15389,2,0,0
15395,0,1,0
15396,0,0,2
15398,1,0,0
15399,0,0,2
15400,0,0,2
15402,0,0,1
15407,1,0,0
15409,0,1,2
15410,0,1,0
15411,0,0,1
15415,0,0,1
15418,2,0,0
15419,2,0,2
15428,1,0,0
15430,0,0,2
15431,0,0,6
15433,0,0,13
15435,0,0,3
15437,0,1,0
15439,2,0,0
15440,0,1,0
15441,2,0,0
15443,2,0,0
15444,1,0,0
15447,2,0,0
15451,4,0,0
15452,2,0,0
15454,1,0,0
15456,0,0,3
15458,2,0,0
15460,3,0,0
15461,2,0,0
15462,0,0,2
15463,0,0,4
15466,0,1,0
15469,0,0,2
15473,1,0,0
15475,0,0,2
15476,0,1,0
15479,4,0,0
15482,0,1,0
15490,0,1,0
15493,1,0,0
15501,1,0,0
15511,2,0,0
15512,2,0,0
15513,1,0,0
15516,4,0,0
15520,0,0,4
15531,0,0,1
15544,0,1,0
15550,5,0,0
15551,2,0,0
15554,1,0,0
15556,2,1,0
15563,0,0,2
15564,0,0,2
15568,1,0,0
15569,2,0,0
15571,2,0,0
15574,0,1,0
15577,0,1,0
15580,1,0,0
15583,4,0,0
15586,0,0,2
15590,0,0,2
15593,1,0,0
15596,0,1,0
15597,1,0,0
15599,0,0,1
15608,6,0,0
15609,2,0,0
15613,2,0,0
15614,4,0,0
15615,3,0,0
15617,0,1,0
15626,1,0,0
15628,0,1,0
15631,0,1,0
15633,2,0,2
15634,1,0,0
15636,1,0,0
15637,1,0,0
15638,4,0,0
15639,0,0,2
15645,0,0,3
15657,1,0,0
15658,0,0,6
15659,0,0,3
15660,0,0,5
15663,4,0,0
15668,0,1,0
15674,1,0,0
15679,1,0,0
15682,0,1,0
15684,0,1,0
15686,4,0,4
15688,0,0,1
15689,0,0,2
15695,0,1,0
15698,1,0,0
15703,7,0,0
15708,0,1,0
15709,2,0,0
15717,0,0,2
15719,0,1,0
15721,0,0,2
15729,0,1,0
15733,0,1,0
15735,0,1,0
15741,1,0,0
15747,4,0,0
15760,0,0,1
15765,0,0,2
15767,1,0,0
15769,0,0,2
15770,0,1,0
15774,4,0,0
15777,0,1,0
15779,0,0,1
15782,0,1,0
15783,2,0,1
15784,0,1,0
15785,2,0,1
15787,0,0,4
15788,0,0,1
15789,2,0,0
15792,1,0,0
15793,2,0,0
15795,2,0,0
15816,0,1,0
15820,0,1,0
15823,1,0,0
15831,0,0,4
15840,0,1,0
15845,4,0,0
15847,1,0,0
15848,2,0,0
15849,2,0,0
15852,1,0,0
15854,1,0,0
15860,2,1,1
15862,2,0,0
15866,0,0,2
15867,0,0,1
15874,4,0,0
15875,0,0,1
15877,0,0,3
15878,0,0,4
15884,0,0,2
15885,4,0,1
15889,1,0,0
15891,0,0,1
15892,1,0,0
15893,0,1,0
15895,0,0,4
15897,0,0,1
15898,1,0,7
15902,2,0,0
15907,0,0,1
15910,0,0,4
15913,0,1,0
15914,0,0,1
15915,2,0,1
15916,0,1,1
15918,0,0,1
15920,0,0,1
15921,2,0,2
15923,1,1,2
15924,1,0,0
15926,0,1,0
15927,0,0,2
15928,1,0,0
15931,1,0,0
15935,1,0,0
15938,3,0,1
15943,2,0,0
15944,2,0,0
15945,0,0,1
15947,4,0,0
15948,1,0,0
15950,3,0,0
15952,1,0,0
15961,1,0,0
15971,0,0,2
15972,1,0,0
15973,0,1,0
15974,0,0,2
15978,1,0,0
15982,0,1,0
15991,3,0,0
15993,0,1,0
15994,0,1,2
15997,4,0,0
15999,2,0,0
16003,1,0,2
16004,0,1,0
16021,1,0,0
16022,4,0,0
16028,1,1,0
16049,4,0,0
16051,2,0,0
16055,4,0,0
16056,0,1,0
16057,2,0,0
16058,0,1,0
16060,1,0,0
16064,0,1,0
16066,0,1,0
16067,2,0,0
16069,1,0,0
16071,2,0,0
16072,1,0,0
16074,4,0,0
16084,1,0,0
16089,4,0,0
16090,0,1,0
16091,0,1,0
16097,0,1,0
16101,1,0,0
16106,1,1,0
16109,0,1,0
16121,2,1,0
16122,6,0,0
16135,1,0,0
16137,1,0,0
16152,0,1,0
16155,1,0,0
16160,1,0,0
16163,2,0,0
16164,0,1,0
16168,1,0,0
16174,0,0,2
16178,0,0,2
16184,2,0,0
16186,2,0,0
16190,1,0,0
16192,2,0,0
16193,0,1,0
16195,0,1,0
16200,1,0,0
16204,4,0,0
16205,0,1,0
16208,6,0,0
16209,0,0,2
16210,1,0,0
16211,4,0,0
16213,0,0,1
16217,0,0,2
16218,0,1,0
16225,0,0,4
16231,2,1,0
16232,1,0,0
16234,0,0,1
16237,2,0,1
16240,1,0,0
16247,0,0,1
16250,0,0,1
16252,0,0,2
16263,1,0,0
16265,2,0,2
16269,2,0,0
16271,1,0,2
16274,1,0,0
16276,0,1,0
16281,2,0,0
16282,3,0,0
16287,1,0,0
16290,4,0,0
16292,2,0,0
16294,2,0,0
16301,1,0,0
16307,0,1,0
16308,0,0,2
16309,0,0,3
16311,2,0,0
16312,0,0,2
16313,2,0,2
16315,0,1,0
16318,0,0,1
16320,2,0,1
16323,0,1,1
16325,0,0,1
16326,0,0,2
16327,1,0,1
16328,1,0,0
16330,0,0,3
16334,1,0,0
16336,0,0,1
16339,0,0,2
16340,1,0,1
16343,0,0,2
16344,0,1,1
16345,1,0,0
16348,2,0,0
16350,0,0,1
16352,3,0,4
16353,4,0,0
16354,0,0,1
16357,1,0,1
16359,1,0,0
16360,7,0,3
16361,2,0,6
16364,2,0,0
16368,2,0,0
16370,3,0,0
16374,1,0,0
16376,0,0,4
16379,1,0,0
16380,2,0,0
16381,2,0,0
16382,2,0,0
16383,1,0,0
16384,0,0,2
16386,2,0,0
16387,0,0,4
16388,0,0,2
16390,3,0,0
16391,0,1,0
16392,2,1,0
16393,2,0,0
16397,1,0,0
16399,2,0,0
16404,0,1,0
16411,0,0,4
16418,1,0,0
16424,1,0,0
16426,1,0,0
16427,1,0,0
16428,0,0,4
16429,0,1,0
16431,2,0,0
16432,2,0,0
16435,0,0,4
16442,2,0,0
16443,2,0,0
16444,2,0,0
16446,0,0,2
16447,2,0,0
16450,0,0,4
16452,1,0,0
16454,0,0,2
16456,0,1,0
16465,0,1,0
16467,4,0,0
16468,2,0,0
16469,1,0,0
16470,1,0,0
16474,0,0,2
16475,1,0,0
16478,0,0,2
16479,2,0,0
16480,2,0,0
16481,0,1,0
16483,0,1,0
16485,0,1,0
16488,2,0,0
16489,1,0,0
16490,3,0,0
16492,1,0,0
16497,0,0,2
16498,0,0,4
16499,0,0,2
16500,2,0,0
16501,1,0,0
16505,0,0,2
16507,2,0,2
16511,0,0,2
16513,0,0,4
16515,0,0,2
16516,3,0,0
16519,1,0,0
16520,0,0,4
16527,2,0,2
16533,0,0,2
16538,0,0,4
16540,0,0,2
16542,0,1,0
16544,0,0,2
16548,0,1,0
16557,3,0,0
16560,0,1,2
16561,2,0,0
16562,2,1,0
16564,0,0,2
16565,4,0,0
16566,2,0,0
16569,8,0,0
16573,0,0,2
16574,0,0,2
16580,0,1,0
16586,0,0,4
16587,0,0,2
16591,0,0,2
16598,0,0,1
16599,0,0,1
16600,0,0,1
16603,1,0,0
16604,1,0,4
16605,0,0,1
16613,1,0,0
16616,1,0,1
16618,0,1,0
16627,0,0,4
16629,0,1,0
16630,0,0,1
16631,0,0,1
16633,1,0,0
16646,2,0,5
